"Year","scenario","Species","variable","Age","value"
"2008","2020","Sprat","M2","1",1.1345668550839
"2009","2020","Sprat","M2","1",0.840866497066133
"2010","2020","Sprat","M2","1",0.899775947323017
"2011","2020","Sprat","M2","1",1.29979390812379
"2012","2020","Sprat","M2","1",1.17031572170635
"2013","2020","Sprat","M2","1",1.15585812434158
"2014","2020","Sprat","M2","1",0.715494460883846
"2015","2020","Sprat","M2","1",0.983745105032851
"2016","2020","Sprat","M2","1",1.53443577603957
"2017","2020","Sprat","M2","1",1.06650377982281
"2018","2020","Sprat","M2","1",1.13995156493559
"2019","2020","Sprat","M2","1",0.86835705484184
"1974","2023","Sprat","M2","1",1.09101741275013
"1975","2023","Sprat","M2","1",1.32050134747276
"1976","2023","Sprat","M2","1",1.2958568522657
"1977","2023","Sprat","M2","1",1.29592782347825
"1978","2023","Sprat","M2","1",1.14578445235468
"1979","2023","Sprat","M2","1",1.03658620112943
"1980","2023","Sprat","M2","1",1.37012000600252
"1981","2023","Sprat","M2","1",1.38541559751499
"1982","2023","Sprat","M2","1",1.11775632721084
"1983","2023","Sprat","M2","1",1.02101457520317
"1984","2023","Sprat","M2","1",0.957402578236828
"1985","2023","Sprat","M2","1",1.0307043366478
"1986","2023","Sprat","M2","1",1.3900681153677
"1987","2023","Sprat","M2","1",1.15331576294594
"1988","2023","Sprat","M2","1",1.322588480119
"1989","2023","Sprat","M2","1",1.28917974101947
"1990","2023","Sprat","M2","1",1.36697336060127
"1991","2023","Sprat","M2","1",1.32800512054146
"1992","2023","Sprat","M2","1",1.08990169248066
"1993","2023","Sprat","M2","1",1.11234331425289
"1994","2023","Sprat","M2","1",1.02360020724294
"1995","2023","Sprat","M2","1",1.16013770149657
"1996","2023","Sprat","M2","1",1.06312986567481
"1997","2023","Sprat","M2","1",0.896772789427405
"1998","2023","Sprat","M2","1",0.981036579817261
"1999","2023","Sprat","M2","1",1.00104856940872
"2000","2023","Sprat","M2","1",0.997837485176388
"2001","2023","Sprat","M2","1",1.11373153206174
"2002","2023","Sprat","M2","1",0.874781868262364
"2003","2023","Sprat","M2","1",1.1338316042413
"2004","2023","Sprat","M2","1",0.972926724528713
"2005","2023","Sprat","M2","1",1.11729249541494
"2006","2023","Sprat","M2","1",1.13080102553954
"2007","2023","Sprat","M2","1",1.03666622230616
"2008","2023","Sprat","M2","1",1.07034374981839
"2009","2023","Sprat","M2","1",0.918825154834884
"2010","2023","Sprat","M2","1",0.943635919805738
"2011","2023","Sprat","M2","1",1.2300168785278
"2012","2023","Sprat","M2","1",1.2671748869325
"2013","2023","Sprat","M2","1",1.12009254536888
"2014","2023","Sprat","M2","1",0.821441101894473
"2015","2023","Sprat","M2","1",0.966381278363242
"2016","2023","Sprat","M2","1",1.4157604004632
"2017","2023","Sprat","M2","1",1.07713816040359
"2018","2023","Sprat","M2","1",1.12146431879383
"2019","2023","Sprat","M2","1",1.0627186596391
"2020","2023","Sprat","M2","1",1.1970935390904
"2021","2023","Sprat","M2","1",1.37117062166613
"2022","2023","Sprat","M2","1",1.2073928086575
"1974","2020","Whiting","M2","1",1.2854868157835
"1975","2020","Whiting","M2","1",1.05932700949055
"1976","2020","Whiting","M2","1",1.34399764271315
"1977","2020","Whiting","M2","1",1.34814978468379
"1978","2020","Whiting","M2","1",1.33818496480165
"1979","2020","Whiting","M2","1",0.985923342200724
"1980","2020","Whiting","M2","1",1.07250507875758
"1981","2020","Whiting","M2","1",1.6084367669672
"1982","2020","Whiting","M2","1",1.43935873399058
"1983","2020","Whiting","M2","1",1.16368681319784
"1984","2020","Whiting","M2","1",0.970442138272708
"1985","2020","Whiting","M2","1",1.03724349071485
"1986","2020","Whiting","M2","1",0.845549151755058
"1987","2020","Whiting","M2","1",1.05801682203555
"1988","2020","Whiting","M2","1",1.34189201367711
"1989","2020","Whiting","M2","1",1.15294147087997
"1990","2020","Whiting","M2","1",1.19729270015103
"1991","2020","Whiting","M2","1",0.989522939571396
"1992","2020","Whiting","M2","1",1.08607568759601
"1993","2020","Whiting","M2","1",1.16635144168097
"1994","2020","Whiting","M2","1",1.0587596262676
"1995","2020","Whiting","M2","1",1.07338820793039
"1996","2020","Whiting","M2","1",1.22281485079046
"1997","2020","Whiting","M2","1",0.974973019518362
"1998","2020","Whiting","M2","1",1.22125947515913
"1999","2020","Whiting","M2","1",1.4383179215077
"2000","2020","Whiting","M2","1",0.732041862043543
"2001","2020","Whiting","M2","1",1.17639795524276
"2002","2020","Whiting","M2","1",1.50557804582623
"2003","2020","Whiting","M2","1",1.71279978807355
"2004","2020","Whiting","M2","1",1.27107298954606
"2005","2020","Whiting","M2","1",1.13561029917176
"2006","2020","Whiting","M2","1",0.918570833567097
"2007","2020","Whiting","M2","1",1.31133110107983
"2008","2020","Whiting","M2","1",1.20407910364897
"2009","2020","Whiting","M2","1",1.06329710415286
"2010","2020","Whiting","M2","1",0.830686418179577
"2011","2020","Whiting","M2","1",0.939534144446304
"2012","2020","Whiting","M2","1",1.17744585366945
"2013","2020","Whiting","M2","1",1.03877104441227
"2014","2020","Whiting","M2","1",0.868622920709838
"2015","2020","Whiting","M2","1",0.772315890470797
"2016","2020","Whiting","M2","1",1.00170344895637
"2017","2020","Whiting","M2","1",1.17354509693517
"2018","2020","Whiting","M2","1",1.08532376077237
"2019","2020","Whiting","M2","1",0.896550338243564
"1974","2023","Whiting","M2","1",1.06501797123397
"1975","2023","Whiting","M2","1",0.917239733017821
"1976","2023","Whiting","M2","1",1.20780743327485
"1977","2023","Whiting","M2","1",1.15361989924727
"1978","2023","Whiting","M2","1",1.21514988665515
"1979","2023","Whiting","M2","1",0.799682451381849
"1980","2023","Whiting","M2","1",1.03517727038198
"1981","2023","Whiting","M2","1",1.46484864582884
"1982","2023","Whiting","M2","1",1.32635606876466
"1983","2023","Whiting","M2","1",0.953187964133044
"1984","2023","Whiting","M2","1",0.88738308444048
"1985","2023","Whiting","M2","1",0.943088512990608
"1986","2023","Whiting","M2","1",0.776561818302753
"1987","2023","Whiting","M2","1",0.933008230785305
"1988","2023","Whiting","M2","1",1.08152346543466
"1989","2023","Whiting","M2","1",1.02563042471926
"1990","2023","Whiting","M2","1",1.0463565144341
"1991","2023","Whiting","M2","1",0.838995861222674
"1992","2023","Whiting","M2","1",0.952481615159428
"1993","2023","Whiting","M2","1",1.07616214816667
"1994","2023","Whiting","M2","1",0.988729440498218
"1995","2023","Whiting","M2","1",1.07916770908008
"1996","2023","Whiting","M2","1",1.15891675420689
"1997","2023","Whiting","M2","1",0.997489930879954
"1998","2023","Whiting","M2","1",1.19906317093063
"1999","2023","Whiting","M2","1",1.25481298096369
"2000","2023","Whiting","M2","1",0.717554319135054
"2001","2023","Whiting","M2","1",1.03582411339655
"2002","2023","Whiting","M2","1",1.40044214951417
"2003","2023","Whiting","M2","1",1.55140839265955
"2004","2023","Whiting","M2","1",1.06599855117677
"2005","2023","Whiting","M2","1",0.972920507763186
"2006","2023","Whiting","M2","1",0.874737582843223
"2007","2023","Whiting","M2","1",1.0954388367582
"2008","2023","Whiting","M2","1",1.02574419125453
"2009","2023","Whiting","M2","1",0.955620104488597
"2010","2023","Whiting","M2","1",0.839866526449498
"2011","2023","Whiting","M2","1",0.951547789815089
"2012","2023","Whiting","M2","1",1.08261522955264
"2013","2023","Whiting","M2","1",1.02436113435078
"2014","2023","Whiting","M2","1",0.742585703594677
"2015","2023","Whiting","M2","1",0.769031636935573
"2016","2023","Whiting","M2","1",0.972432572006755
"2017","2023","Whiting","M2","1",1.14256366948905
"2018","2023","Whiting","M2","1",1.0344201503982
"2019","2023","Whiting","M2","1",0.961591465604294
"2020","2023","Whiting","M2","1",0.792085586108184
"2021","2023","Whiting","M2","1",0.790973096015846
"2022","2023","Whiting","M2","1",0.781132977100566
"1974","2020","Cod","M2","2",0.55337473867315
"1975","2020","Cod","M2","2",0.565733580104459
"1976","2020","Cod","M2","2",0.511374066736139
"1977","2020","Cod","M2","2",0.512034353125689
"1978","2020","Cod","M2","2",0.451483617670286
"1979","2020","Cod","M2","2",0.484631446347609
"1980","2020","Cod","M2","2",0.424075374001133
"1981","2020","Cod","M2","2",0.503733416985428
"1982","2020","Cod","M2","2",0.574303654035186
"1983","2020","Cod","M2","2",0.555038248172265
"1984","2020","Cod","M2","2",0.536990811792764
"1985","2020","Cod","M2","2",0.5202386866339
"1986","2020","Cod","M2","2",0.527588533824129
"1987","2020","Cod","M2","2",0.463518232972113
"1988","2020","Cod","M2","2",0.559830366162644
"1989","2020","Cod","M2","2",0.534456951719601
"1990","2020","Cod","M2","2",0.606476109155906
"1991","2020","Cod","M2","2",0.636630294180565
"1992","2020","Cod","M2","2",0.603955729441623
"1993","2020","Cod","M2","2",0.606727395350258
"1994","2020","Cod","M2","2",0.576950475234078
"1995","2020","Cod","M2","2",0.542301825020903
"1996","2020","Cod","M2","2",0.633721453635771
"1997","2020","Cod","M2","2",0.55201706688013
"1998","2020","Cod","M2","2",0.618484223137049
"1999","2020","Cod","M2","2",0.71087317992226
"2000","2020","Cod","M2","2",0.62528880704642
"2001","2020","Cod","M2","2",0.602416264265305
"2002","2020","Cod","M2","2",0.652656706479252
"2003","2020","Cod","M2","2",0.7184068565676
"2004","2020","Cod","M2","2",0.776418913562157
"2005","2020","Cod","M2","2",0.848897449745353
"2006","2020","Cod","M2","2",0.833999898646337
"2007","2020","Cod","M2","2",0.782844011146194
"2008","2020","Cod","M2","2",0.823436045025301
"2009","2020","Cod","M2","2",0.804533184703314
"2010","2020","Cod","M2","2",0.70327193657935
"2011","2020","Cod","M2","2",0.762239079453641
"2012","2020","Cod","M2","2",0.775000419531881
"2013","2020","Cod","M2","2",0.751774267705542
"2014","2020","Cod","M2","2",0.739437708515094
"2015","2020","Cod","M2","2",0.70747761439802
"2016","2020","Cod","M2","2",0.796694634177825
"2017","2020","Cod","M2","2",0.658478738802412
"2018","2020","Cod","M2","2",0.793910660652465
"2019","2020","Cod","M2","2",0.70179755458211
"1974","2023","Cod","M2","2",0.581129847797451
"1975","2023","Cod","M2","2",0.492231002984024
"1976","2023","Cod","M2","2",0.467555699028723
"1977","2023","Cod","M2","2",0.471630951263559
"1978","2023","Cod","M2","2",0.454213384552927
"1979","2023","Cod","M2","2",0.438456659936872
"1980","2023","Cod","M2","2",0.466129248008012
"1981","2023","Cod","M2","2",0.501133561737372
"1982","2023","Cod","M2","2",0.564216535275856
"1983","2023","Cod","M2","2",0.570409821137804
"1984","2023","Cod","M2","2",0.510102180462006
"1985","2023","Cod","M2","2",0.524813682805577
"1986","2023","Cod","M2","2",0.495687909751473
"1987","2023","Cod","M2","2",0.487165607532682
"1988","2023","Cod","M2","2",0.517474082335041
"1989","2023","Cod","M2","2",0.541503723809632
"1990","2023","Cod","M2","2",0.553855765014186
"1991","2023","Cod","M2","2",0.559310495283252
"1992","2023","Cod","M2","2",0.533275170420923
"1993","2023","Cod","M2","2",0.5185638818164
"1994","2023","Cod","M2","2",0.517334380098367
"1995","2023","Cod","M2","2",0.515379656871331
"1996","2023","Cod","M2","2",0.558655440256163
"1997","2023","Cod","M2","2",0.507041899327359
"1998","2023","Cod","M2","2",0.537999676861502
"1999","2023","Cod","M2","2",0.622612138821199
"2000","2023","Cod","M2","2",0.558879640644265
"2001","2023","Cod","M2","2",0.534980642724819
"2002","2023","Cod","M2","2",0.610200315584743
"2003","2023","Cod","M2","2",0.715107609871197
"2004","2023","Cod","M2","2",0.774663379822708
"2005","2023","Cod","M2","2",0.834535910650649
"2006","2023","Cod","M2","2",0.823666573797855
"2007","2023","Cod","M2","2",0.824680273041535
"2008","2023","Cod","M2","2",0.864373095673458
"2009","2023","Cod","M2","2",0.865484432850233
"2010","2023","Cod","M2","2",0.720986672230713
"2011","2023","Cod","M2","2",0.785340027440055
"2012","2023","Cod","M2","2",0.855653268337755
"2013","2023","Cod","M2","2",0.857822738023918
"2014","2023","Cod","M2","2",0.790159059160829
"2015","2023","Cod","M2","2",0.80280199227671
"2016","2023","Cod","M2","2",0.827980074301583
"2017","2023","Cod","M2","2",0.737720884632397
"2018","2023","Cod","M2","2",0.826360221995545
"2019","2023","Cod","M2","2",0.778254118674444
"2020","2023","Cod","M2","2",0.673793422096739
"2021","2023","Cod","M2","2",0.696622367494851
"2022","2023","Cod","M2","2",0.782025401997424
"1974","2020","Haddock","M2","2",0.599236386092603
"1975","2020","Haddock","M2","2",0.613731584979549
"1976","2020","Haddock","M2","2",0.522715204625012
"1977","2020","Haddock","M2","2",0.555360618815326
"1978","2020","Haddock","M2","2",0.499580283651055
"1979","2020","Haddock","M2","2",0.485515169918762
"1980","2020","Haddock","M2","2",0.351154809198706
"1981","2020","Haddock","M2","2",0.514290948052286
"1982","2020","Haddock","M2","2",0.399672881606046
"1983","2020","Haddock","M2","2",0.312032653666811
"1984","2020","Haddock","M2","2",0.310672255742244
"1985","2020","Haddock","M2","2",0.314741751793125
"1986","2020","Haddock","M2","2",0.210215919156323
"1987","2020","Haddock","M2","2",0.234087091554044
"1988","2020","Haddock","M2","2",0.267496005207924
"1989","2020","Haddock","M2","2",0.210029852702429
"1990","2020","Haddock","M2","2",0.272316990246677
"1991","2020","Haddock","M2","2",0.229150619291559
"1992","2020","Haddock","M2","2",0.229556674781006
"1993","2020","Haddock","M2","2",0.198814931769978
"1994","2020","Haddock","M2","2",0.243694938022282
"1995","2020","Haddock","M2","2",0.200720927381501
"1996","2020","Haddock","M2","2",0.229851054528805
"1997","2020","Haddock","M2","2",0.234813747045283
"1998","2020","Haddock","M2","2",0.16414634444815
"1999","2020","Haddock","M2","2",0.143937507185289
"2000","2020","Haddock","M2","2",0.115738815675711
"2001","2020","Haddock","M2","2",0.154732901028279
"2002","2020","Haddock","M2","2",0.201462859716905
"2003","2020","Haddock","M2","2",0.195755185645199
"2004","2020","Haddock","M2","2",0.294853676133957
"2005","2020","Haddock","M2","2",0.227666725837729
"2006","2020","Haddock","M2","2",0.216467450427955
"2007","2020","Haddock","M2","2",0.239573809893997
"2008","2020","Haddock","M2","2",0.285031805212154
"2009","2020","Haddock","M2","2",0.281523260653755
"2010","2020","Haddock","M2","2",0.283160757004111
"2011","2020","Haddock","M2","2",0.266705065154957
"2012","2020","Haddock","M2","2",0.326421967135402
"2013","2020","Haddock","M2","2",0.285320985628857
"2014","2020","Haddock","M2","2",0.297427775826762
"2015","2020","Haddock","M2","2",0.289309979275034
"2016","2020","Haddock","M2","2",0.324998433845275
"2017","2020","Haddock","M2","2",0.302276864302349
"2018","2020","Haddock","M2","2",0.303897080214137
"2019","2020","Haddock","M2","2",0.256622859702117
"1974","2023","Haddock","M2","2",0.606097669134
"1975","2023","Haddock","M2","2",0.596965567757458
"1976","2023","Haddock","M2","2",0.519916656823004
"1977","2023","Haddock","M2","2",0.572693407727823
"1978","2023","Haddock","M2","2",0.545958415345635
"1979","2023","Haddock","M2","2",0.502204585375574
"1980","2023","Haddock","M2","2",0.429814281873709
"1981","2023","Haddock","M2","2",0.550597841208618
"1982","2023","Haddock","M2","2",0.482449442098244
"1983","2023","Haddock","M2","2",0.353691036120893
"1984","2023","Haddock","M2","2",0.300499809411483
"1985","2023","Haddock","M2","2",0.306874359452609
"1986","2023","Haddock","M2","2",0.274090233716495
"1987","2023","Haddock","M2","2",0.264455357698976
"1988","2023","Haddock","M2","2",0.33800724812032
"1989","2023","Haddock","M2","2",0.229850533202776
"1990","2023","Haddock","M2","2",0.249256962415341
"1991","2023","Haddock","M2","2",0.245495197572592
"1992","2023","Haddock","M2","2",0.205362512966548
"1993","2023","Haddock","M2","2",0.18221848308605
"1994","2023","Haddock","M2","2",0.229043678256785
"1995","2023","Haddock","M2","2",0.187898868292102
"1996","2023","Haddock","M2","2",0.224358125516057
"1997","2023","Haddock","M2","2",0.245874998902444
"1998","2023","Haddock","M2","2",0.153050632692415
"1999","2023","Haddock","M2","2",0.134014062296656
"2000","2023","Haddock","M2","2",0.134117212427835
"2001","2023","Haddock","M2","2",0.152149634932381
"2002","2023","Haddock","M2","2",0.201636054768792
"2003","2023","Haddock","M2","2",0.179328178056593
"2004","2023","Haddock","M2","2",0.280676541793846
"2005","2023","Haddock","M2","2",0.209550338391002
"2006","2023","Haddock","M2","2",0.230600332943964
"2007","2023","Haddock","M2","2",0.265370987568687
"2008","2023","Haddock","M2","2",0.315477635543304
"2009","2023","Haddock","M2","2",0.314266655772298
"2010","2023","Haddock","M2","2",0.303757959826617
"2011","2023","Haddock","M2","2",0.287274626924559
"2012","2023","Haddock","M2","2",0.356538316813471
"2013","2023","Haddock","M2","2",0.309280530990204
"2014","2023","Haddock","M2","2",0.313259817967715
"2015","2023","Haddock","M2","2",0.326849716841479
"2016","2023","Haddock","M2","2",0.322645608833054
"2017","2023","Haddock","M2","2",0.317865312983462
"2018","2023","Haddock","M2","2",0.306014461230696
"2019","2023","Haddock","M2","2",0.256735973456499
"2020","2023","Haddock","M2","2",0.212872860806399
"2021","2023","Haddock","M2","2",0.242717870510112
"2022","2023","Haddock","M2","2",0.329886242535749
"1974","2020","Herring","M2","2",0.245529758073408
"1975","2020","Herring","M2","2",0.231841172392749
"1976","2020","Herring","M2","2",0.253940331240103
"1977","2020","Herring","M2","2",0.21353919103155
"1978","2020","Herring","M2","2",0.22152370337807
"1979","2020","Herring","M2","2",0.199695110113078
"1980","2020","Herring","M2","2",0.172799423097269
"1981","2020","Herring","M2","2",0.267944220499833
"1982","2020","Herring","M2","2",0.25486440466237
"1983","2020","Herring","M2","2",0.244321183368154
"1984","2020","Herring","M2","2",0.194078180957391
"1985","2020","Herring","M2","2",0.215232948286807
"1986","2020","Herring","M2","2",0.236028061813083
"1987","2020","Herring","M2","2",0.186081161257275
"1988","2020","Herring","M2","2",0.208366196658147
"1989","2020","Herring","M2","2",0.164182272813575
"1990","2020","Herring","M2","2",0.174786408758979
"1991","2020","Herring","M2","2",0.162353651164948
"1992","2020","Herring","M2","2",0.180444474065417
"1993","2020","Herring","M2","2",0.215632172380973
"1994","2020","Herring","M2","2",0.194449680937716
"1995","2020","Herring","M2","2",0.224657565528541
"1996","2020","Herring","M2","2",0.217833169328384
"1997","2020","Herring","M2","2",0.196412806372073
"1998","2020","Herring","M2","2",0.223626437007767
"1999","2020","Herring","M2","2",0.202217698411028
"2000","2020","Herring","M2","2",0.142720033279912
"2001","2020","Herring","M2","2",0.197607328802099
"2002","2020","Herring","M2","2",0.244283304032524
"2003","2020","Herring","M2","2",0.234754113272844
"2004","2020","Herring","M2","2",0.277169256535397
"2005","2020","Herring","M2","2",0.304029369860084
"2006","2020","Herring","M2","2",0.248145830202994
"2007","2020","Herring","M2","2",0.266781420889744
"2008","2020","Herring","M2","2",0.232527430822857
"2009","2020","Herring","M2","2",0.19199480211877
"2010","2020","Herring","M2","2",0.180684055039189
"2011","2020","Herring","M2","2",0.2029086755451
"2012","2020","Herring","M2","2",0.222042994942584
"2013","2020","Herring","M2","2",0.221240763602443
"2014","2020","Herring","M2","2",0.2021956648065
"2015","2020","Herring","M2","2",0.176917304703312
"2016","2020","Herring","M2","2",0.212555921479533
"2017","2020","Herring","M2","2",0.204922240158244
"2018","2020","Herring","M2","2",0.221234320170137
"2019","2020","Herring","M2","2",0.171288931927785
"1974","2023","Herring","M2","2",0.269654130348248
"1975","2023","Herring","M2","2",0.238565938926661
"1976","2023","Herring","M2","2",0.274212911167083
"1977","2023","Herring","M2","2",0.253252403402305
"1978","2023","Herring","M2","2",0.249633143863501
"1979","2023","Herring","M2","2",0.226894816203004
"1980","2023","Herring","M2","2",0.219583496445988
"1981","2023","Herring","M2","2",0.311853360549072
"1982","2023","Herring","M2","2",0.300916301126494
"1983","2023","Herring","M2","2",0.253715399561378
"1984","2023","Herring","M2","2",0.200027795177639
"1985","2023","Herring","M2","2",0.240593644295349
"1986","2023","Herring","M2","2",0.239028610739543
"1987","2023","Herring","M2","2",0.207843914731418
"1988","2023","Herring","M2","2",0.205903537944782
"1989","2023","Herring","M2","2",0.174078033672762
"1990","2023","Herring","M2","2",0.173090668774616
"1991","2023","Herring","M2","2",0.166473987670788
"1992","2023","Herring","M2","2",0.186915681817948
"1993","2023","Herring","M2","2",0.204978241707598
"1994","2023","Herring","M2","2",0.220293992818266
"1995","2023","Herring","M2","2",0.257816145102183
"1996","2023","Herring","M2","2",0.248654170322324
"1997","2023","Herring","M2","2",0.239843648401549
"1998","2023","Herring","M2","2",0.250638098194586
"1999","2023","Herring","M2","2",0.219419692416136
"2000","2023","Herring","M2","2",0.166416933646721
"2001","2023","Herring","M2","2",0.219423864117113
"2002","2023","Herring","M2","2",0.250153606790172
"2003","2023","Herring","M2","2",0.232684130489781
"2004","2023","Herring","M2","2",0.276048690977613
"2005","2023","Herring","M2","2",0.286083103760882
"2006","2023","Herring","M2","2",0.261160090534245
"2007","2023","Herring","M2","2",0.270614126898345
"2008","2023","Herring","M2","2",0.236540500381215
"2009","2023","Herring","M2","2",0.197316343876221
"2010","2023","Herring","M2","2",0.206118790023199
"2011","2023","Herring","M2","2",0.216278828551299
"2012","2023","Herring","M2","2",0.223662746859223
"2013","2023","Herring","M2","2",0.228878035655823
"2014","2023","Herring","M2","2",0.210352434707461
"2015","2023","Herring","M2","2",0.192405889478621
"2016","2023","Herring","M2","2",0.211231386498232
"2017","2023","Herring","M2","2",0.233423732052642
"2018","2023","Herring","M2","2",0.231469956284694
"2019","2023","Herring","M2","2",0.19871244221177
"2020","2023","Herring","M2","2",0.169755273362663
"2021","2023","Herring","M2","2",0.202136055182555
"2022","2023","Herring","M2","2",0.272374116217329
"1974","2020","Mackerel","M2","2",0
"1975","2020","Mackerel","M2","2",0
"1976","2020","Mackerel","M2","2",0
"1977","2020","Mackerel","M2","2",0
"1978","2020","Mackerel","M2","2",0
"1979","2020","Mackerel","M2","2",0
"1980","2020","Mackerel","M2","2",0
"1981","2020","Mackerel","M2","2",0
"1982","2020","Mackerel","M2","2",0
"1983","2020","Mackerel","M2","2",0
"1984","2020","Mackerel","M2","2",0
"1985","2020","Mackerel","M2","2",0
"1986","2020","Mackerel","M2","2",0
"1987","2020","Mackerel","M2","2",0
"1988","2020","Mackerel","M2","2",0
"1989","2020","Mackerel","M2","2",0
"1990","2020","Mackerel","M2","2",0
"1991","2020","Mackerel","M2","2",0
"1992","2020","Mackerel","M2","2",0
"1993","2020","Mackerel","M2","2",0
"1994","2020","Mackerel","M2","2",0
"1995","2020","Mackerel","M2","2",0
"1996","2020","Mackerel","M2","2",0
"1997","2020","Mackerel","M2","2",0
"1998","2020","Mackerel","M2","2",0
"1999","2020","Mackerel","M2","2",0
"2000","2020","Mackerel","M2","2",0
"2001","2020","Mackerel","M2","2",0
"2002","2020","Mackerel","M2","2",0
"2003","2020","Mackerel","M2","2",0
"2004","2020","Mackerel","M2","2",0
"2005","2020","Mackerel","M2","2",0
"2006","2020","Mackerel","M2","2",0
"2007","2020","Mackerel","M2","2",0
"2008","2020","Mackerel","M2","2",0
"2009","2020","Mackerel","M2","2",0
"2010","2020","Mackerel","M2","2",0
"2011","2020","Mackerel","M2","2",0
"2012","2020","Mackerel","M2","2",0
"2013","2020","Mackerel","M2","2",0
"2014","2020","Mackerel","M2","2",0
"2015","2020","Mackerel","M2","2",0
"2016","2020","Mackerel","M2","2",0
"2017","2020","Mackerel","M2","2",0
"2018","2020","Mackerel","M2","2",0
"2019","2020","Mackerel","M2","2",0
"1974","2023","Mackerel","M2","2",0
"1975","2023","Mackerel","M2","2",0
"1976","2023","Mackerel","M2","2",0
"1977","2023","Mackerel","M2","2",0
"1978","2023","Mackerel","M2","2",0
"1979","2023","Mackerel","M2","2",0
"1980","2023","Mackerel","M2","2",0
"1981","2023","Mackerel","M2","2",0
"1982","2023","Mackerel","M2","2",0
"1983","2023","Mackerel","M2","2",0
"1984","2023","Mackerel","M2","2",0
"1985","2023","Mackerel","M2","2",0
"1986","2023","Mackerel","M2","2",0
"1987","2023","Mackerel","M2","2",0
"1988","2023","Mackerel","M2","2",0
"1989","2023","Mackerel","M2","2",0
"1990","2023","Mackerel","M2","2",0
"1991","2023","Mackerel","M2","2",0
"1992","2023","Mackerel","M2","2",0
"1993","2023","Mackerel","M2","2",0
"1994","2023","Mackerel","M2","2",0
"1995","2023","Mackerel","M2","2",0
"1996","2023","Mackerel","M2","2",0
"1997","2023","Mackerel","M2","2",0
"1998","2023","Mackerel","M2","2",0
"1999","2023","Mackerel","M2","2",0
"2000","2023","Mackerel","M2","2",0
"2001","2023","Mackerel","M2","2",0
"2002","2023","Mackerel","M2","2",0
"2003","2023","Mackerel","M2","2",0
"2004","2023","Mackerel","M2","2",0
"2005","2023","Mackerel","M2","2",0
"2006","2023","Mackerel","M2","2",0
"2007","2023","Mackerel","M2","2",0
"2008","2023","Mackerel","M2","2",0
"2009","2023","Mackerel","M2","2",0
"2010","2023","Mackerel","M2","2",0
"2011","2023","Mackerel","M2","2",0
"2012","2023","Mackerel","M2","2",0
"2013","2023","Mackerel","M2","2",0
"2014","2023","Mackerel","M2","2",0
"2015","2023","Mackerel","M2","2",0
"2016","2023","Mackerel","M2","2",0
"2017","2023","Mackerel","M2","2",0
"2018","2023","Mackerel","M2","2",0
"2019","2023","Mackerel","M2","2",0
"2020","2023","Mackerel","M2","2",0
"2021","2023","Mackerel","M2","2",0
"2022","2023","Mackerel","M2","2",0
"1974","2020","N.sandeel","M2","2",0.876248421316357
"1975","2020","N.sandeel","M2","2",1.09386576384955
"1976","2020","N.sandeel","M2","2",1.0036998628729
"1977","2020","N.sandeel","M2","2",0.799397983425777
"1978","2020","N.sandeel","M2","2",0.70828791860609
"1979","2020","N.sandeel","M2","2",0.689061916076448
"1980","2020","N.sandeel","M2","2",0.856601076196178
"1981","2020","N.sandeel","M2","2",1.09733582030364
"1982","2020","N.sandeel","M2","2",1.04404742981548
"1983","2020","N.sandeel","M2","2",0.967383027660012
"1984","2020","N.sandeel","M2","2",0.794644095983787
"1985","2020","N.sandeel","M2","2",0.729336834553535
"1986","2020","N.sandeel","M2","2",0.848738434952362
"1987","2020","N.sandeel","M2","2",0.871770863996087
"1988","2020","N.sandeel","M2","2",0.678682875835938
"1989","2020","N.sandeel","M2","2",0.68243980897854
"1990","2020","N.sandeel","M2","2",0.863020343678736
"1991","2020","N.sandeel","M2","2",0.757310687134013
"1992","2020","N.sandeel","M2","2",0.752677241733365
"1993","2020","N.sandeel","M2","2",0.662731681998042
"1994","2020","N.sandeel","M2","2",0.582053081591566
"1995","2020","N.sandeel","M2","2",1.0600529638354
"1996","2020","N.sandeel","M2","2",0.756789989015332
"1997","2020","N.sandeel","M2","2",0.834840868596629
"1998","2020","N.sandeel","M2","2",0.872978695646682
"1999","2020","N.sandeel","M2","2",0.8451783731736
"2000","2020","N.sandeel","M2","2",1.22830969417243
"2001","2020","N.sandeel","M2","2",1.35776850410056
"2002","2020","N.sandeel","M2","2",1.15366963484956
"2003","2020","N.sandeel","M2","2",0.993883452444531
"2004","2020","N.sandeel","M2","2",1.39003457108051
"2005","2020","N.sandeel","M2","2",1.2015420255401
"2006","2020","N.sandeel","M2","2",1.24401080711616
"2007","2020","N.sandeel","M2","2",0.874026046031828
"2008","2020","N.sandeel","M2","2",0.796717929631795
"2009","2020","N.sandeel","M2","2",0.887296482870837
"2010","2020","N.sandeel","M2","2",0.841409265323331
"2011","2020","N.sandeel","M2","2",0.93648048437597
"2012","2020","N.sandeel","M2","2",0.769450283207056
"2013","2020","N.sandeel","M2","2",0.851357595574553
"2014","2020","N.sandeel","M2","2",0.853683245287122
"2015","2020","N.sandeel","M2","2",0.646997702966422
"2016","2020","N.sandeel","M2","2",1.12287171909275
"2017","2020","N.sandeel","M2","2",0.811266903712682
"2018","2020","N.sandeel","M2","2",0.923290367956713
"2019","2020","N.sandeel","M2","2",0.613003566589726
