Predator,Species.n,Year,Quarter,Age,StockAbundance,MaenWeightInTheSea,FoodRation
N. mackerel,12,2002,3,3,21858,0.239,0.382
N. mackerel,12,2002,3,4,14314,0.311,0.384
N. mackerel,12,2002,3,5,9990,0.364,0.325
N. mackerel,12,2002,3,6,22634,0.454703,0.359
N. mackerel,12,2002,4,0,0,-1,0
N. mackerel,12,2002,4,1,87027,0.078,0.221
N. mackerel,12,2002,4,2,24719,0.181,0.253
N. mackerel,12,2002,4,3,27967,0.239,0.262
N. mackerel,12,2002,4,4,18314,0.311,0.228
N. mackerel,12,2002,4,5,12782,0.364,0.263
N. mackerel,12,2002,4,6,28960,0.454605,0.281
N. mackerel,12,2003,1,1,184341,0.074,0.034
N. mackerel,12,2003,1,2,76210,0.181,0.094
N. mackerel,12,2003,1,3,25552,0.273,0.117
N. mackerel,12,2003,1,4,29719,0.316,0.128
N. mackerel,12,2003,1,5,17399,0.371,0.143
N. mackerel,12,2003,1,6,33318,0.488173,0.167
N. mackerel,12,2003,2,1,168475,0.074,0.097
N. mackerel,12,2003,2,2,87063,0.181,0.184
N. mackerel,12,2003,2,3,29191,0.273,0.23
N. mackerel,12,2003,2,4,33951,0.316,0.256
N. mackerel,12,2003,2,5,19876,0.371,0.265
N. mackerel,12,2003,2,6,38063,0.488089,0.263
N. mackerel,12,2003,3,0,0,-1,0
N. mackerel,12,2003,3,1,153974,0.074,0.289
N. mackerel,12,2003,3,2,79570,0.181,0.352
N. mackerel,12,2003,3,3,13339,0.273,0.382
N. mackerel,12,2003,3,4,15514,0.316,0.384
N. mackerel,12,2003,3,5,9083,0.371,0.325
N. mackerel,12,2003,3,6,17394,0.488005,0.359
N. mackerel,12,2003,4,0,0,-1,0
N. mackerel,12,2003,4,1,140722,0.074,0.221
N. mackerel,12,2003,4,2,58177,0.181,0.253
N. mackerel,12,2003,4,3,17068,0.273,0.262
N. mackerel,12,2003,4,4,19851,0.316,0.228
N. mackerel,12,2003,4,5,11621,0.371,0.263
N. mackerel,12,2003,4,6,22255,0.487922,0.281
N. mackerel,12,2004,1,1,81567,0.078,0.034
N. mackerel,12,2004,1,2,123303,0.164,0.094
N. mackerel,12,2004,1,3,60240,0.241,0.117
N. mackerel,12,2004,1,4,18205,0.342,0.128
N. mackerel,12,2004,1,5,18972,0.39,0.143
N. mackerel,12,2004,1,6,27007,0.486189,0.167
N. mackerel,12,2004,2,1,74547,0.078,0.097
N. mackerel,12,2004,2,2,140863,0.164,0.184
N. mackerel,12,2004,2,3,68819,0.241,0.23
N. mackerel,12,2004,2,4,20798,0.342,0.256
N. mackerel,12,2004,2,5,21674,0.39,0.265
N. mackerel,12,2004,2,6,30854,0.486118,0.263
N. mackerel,12,2004,3,0,0,-1,0
N. mackerel,12,2004,3,1,68131,0.078,0.289
N. mackerel,12,2004,3,2,128739,0.164,0.352
N. mackerel,12,2004,3,3,31448,0.241,0.382
N. mackerel,12,2004,3,4,9504,0.342,0.384
N. mackerel,12,2004,3,5,9904,0.39,0.325
N. mackerel,12,2004,3,6,14099,0.486046,0.359
N. mackerel,12,2004,4,0,0,-1,0
N. mackerel,12,2004,4,1,62267,0.078,0.221
N. mackerel,12,2004,4,2,94127,0.164,0.253
N. mackerel,12,2004,4,3,40237,0.241,0.262
N. mackerel,12,2004,4,4,12160,0.342,0.228
N. mackerel,12,2004,4,5,12672,0.39,0.263
N. mackerel,12,2004,4,6,18040,0.485975,0.281
N. mackerel,12,2005,1,1,104235,0.078,0.034
N. mackerel,12,2005,1,2,54715,0.164,0.094
N. mackerel,12,2005,1,3,98285,0.241,0.117
N. mackerel,12,2005,1,4,43726,0.342,0.128
N. mackerel,12,2005,1,5,11969,0.39,0.143
N. mackerel,12,2005,1,6,25880,0.486189,0.167
N. mackerel,12,2005,2,1,95263,0.078,0.097
N. mackerel,12,2005,2,2,62508,0.164,0.184
N. mackerel,12,2005,2,3,112282,0.241,0.23
N. mackerel,12,2005,2,4,49953,0.342,0.256
N. mackerel,12,2005,2,5,13674,0.39,0.265
N. mackerel,12,2005,2,6,29566,0.486118,0.263
N. mackerel,12,2005,3,0,0,-1,0
N. mackerel,12,2005,3,1,87064,0.078,0.289
N. mackerel,12,2005,3,2,57128,0.164,0.352
N. mackerel,12,2005,3,3,51309,0.241,0.382
N. mackerel,12,2005,3,4,22827,0.342,0.384
N. mackerel,12,2005,3,5,6248,0.39,0.325
N. mackerel,12,2005,3,6,13511,0.486046,0.359
N. mackerel,12,2005,4,0,0,-1,0
N. mackerel,12,2005,4,1,79571,0.078,0.221
N. mackerel,12,2005,4,2,41769,0.164,0.253
N. mackerel,12,2005,4,3,65650,0.241,0.262
N. mackerel,12,2005,4,4,29207,0.342,0.228
N. mackerel,12,2005,4,5,7995,0.39,0.263
N. mackerel,12,2005,4,6,17287,0.485975,0.281
N. mackerel,12,2006,1,1,159950,0.078,0.034
N. mackerel,12,2006,1,2,70438,0.164,0.094
N. mackerel,12,2006,1,3,44568,0.241,0.117
N. mackerel,12,2006,1,4,74853,0.342,0.128
N. mackerel,12,2006,1,5,31016,0.39,0.143
N. mackerel,12,2006,1,6,23953,0.486189,0.167
N. mackerel,12,2006,2,1,146184,0.078,0.097
N. mackerel,12,2006,2,2,80469,0.164,0.184
N. mackerel,12,2006,2,3,50915,0.241,0.23
N. mackerel,12,2006,2,4,85513,0.342,0.256
N. mackerel,12,2006,2,5,35433,0.39,0.265
N. mackerel,12,2006,2,6,27365,0.486118,0.263
N. mackerel,12,2006,3,0,0,-1,0
N. mackerel,12,2006,3,1,133602,0.078,0.289
N. mackerel,12,2006,3,2,73543,0.164,0.352
N. mackerel,12,2006,3,3,23266,0.241,0.382
N. mackerel,12,2006,3,4,39076,0.342,0.384
N. mackerel,12,2006,3,5,16192,0.39,0.325
N. mackerel,12,2006,3,6,12505,0.486046,0.359
N. mackerel,12,2006,4,0,0,-1,0
N. mackerel,12,2006,4,1,122103,0.078,0.221
N. mackerel,12,2006,4,2,53771,0.164,0.253
N. mackerel,12,2006,4,3,29769,0.241,0.262
N. mackerel,12,2006,4,4,49998,0.342,0.228
N. mackerel,12,2006,4,5,20717,0.39,0.263
N. mackerel,12,2006,4,6,16000,0.485975,0.281
N. mackerel,12,2007,1,1,162954,0.078,0.034
N. mackerel,12,2007,1,2,108451,0.164,0.094
N. mackerel,12,2007,1,3,57942,0.241,0.117
N. mackerel,12,2007,1,4,34692,0.342,0.128
N. mackerel,12,2007,1,5,54959,0.39,0.143
N. mackerel,12,2007,1,6,37490,0.486189,0.167
N. mackerel,12,2007,2,1,148928,0.078,0.097
N. mackerel,12,2007,2,2,123896,0.164,0.184
N. mackerel,12,2007,2,3,66194,0.241,0.23
N. mackerel,12,2007,2,4,39632,0.342,0.256
N. mackerel,12,2007,2,5,62786,0.39,0.265
N. mackerel,12,2007,2,6,42829,0.486118,0.263
N. mackerel,12,2007,3,0,0,-1,0
N. mackerel,12,2007,3,1,136110,0.078,0.289
N. mackerel,12,2007,3,2,113232,0.164,0.352
N. mackerel,12,2007,3,3,30248,0.241,0.382
N. mackerel,12,2007,3,4,18111,0.342,0.384
N. mackerel,12,2007,3,5,28691,0.39,0.325
N. mackerel,12,2007,3,6,19571,0.486046,0.359
N. mackerel,12,2007,4,0,0,-1,0
N. mackerel,12,2007,4,1,124395,0.078,0.221
N. mackerel,12,2007,4,2,82789,0.164,0.253
N. mackerel,12,2007,4,3,38703,0.241,0.262
N. mackerel,12,2007,4,4,23173,0.342,0.228
N. mackerel,12,2007,4,5,36711,0.39,0.263
N. mackerel,12,2007,4,6,25041,0.485975,0.281
N. mackerel,12,2008,1,1,89927,0.078,0.034
N. mackerel,12,2008,1,2,110277,0.164,0.094
N. mackerel,12,2008,1,3,88714,0.241,0.117
N. mackerel,12,2008,1,4,44546,0.342,0.128
N. mackerel,12,2008,1,5,24977,0.39,0.143
N. mackerel,12,2008,1,6,61143,0.486189,0.167
N. mackerel,12,2008,2,1,82187,0.078,0.097
N. mackerel,12,2008,2,2,125982,0.164,0.184
N. mackerel,12,2008,2,3,101349,0.241,0.23
N. mackerel,12,2008,2,4,50890,0.342,0.256
N. mackerel,12,2008,2,5,28535,0.39,0.265
N. mackerel,12,2008,2,6,69851,0.486118,0.263
N. mackerel,12,2008,3,0,0,-1,0
N. mackerel,12,2008,3,1,75113,0.078,0.289
N. mackerel,12,2008,3,2,115139,0.164,0.352
N. mackerel,12,2008,3,3,46313,0.241,0.382
N. mackerel,12,2008,3,4,23255,0.342,0.384
N. mackerel,12,2008,3,5,13039,0.39,0.325
N. mackerel,12,2008,3,6,31920,0.486046,0.359
N. mackerel,12,2008,4,0,0,-1,0
N. mackerel,12,2008,4,1,68648,0.078,0.221
N. mackerel,12,2008,4,2,84183,0.164,0.253
N. mackerel,12,2008,4,3,59257,0.241,0.262
N. mackerel,12,2008,4,4,29755,0.342,0.228
N. mackerel,12,2008,4,5,16684,0.39,0.263
N. mackerel,12,2008,4,6,40841,0.485975,0.281
N. mackerel,12,2009,1,1,106204,0.078,0.034
N. mackerel,12,2009,1,2,60965,0.164,0.094
N. mackerel,12,2009,1,3,90679,0.241,0.117
N. mackerel,12,2009,1,4,68996,0.342,0.128
N. mackerel,12,2009,1,5,32663,0.39,0.143
N. mackerel,12,2009,1,6,57245,0.486189,0.167
N. mackerel,12,2009,2,1,97063,0.078,0.097
N. mackerel,12,2009,2,2,69647,0.164,0.184
N. mackerel,12,2009,2,3,103593,0.241,0.23
N. mackerel,12,2009,2,4,78823,0.342,0.256
N. mackerel,12,2009,2,5,37315,0.39,0.265
N. mackerel,12,2009,2,6,65397,0.486118,0.263
N. mackerel,12,2009,3,0,0,-1,0
N. mackerel,12,2009,3,1,88709,0.078,0.289
N. mackerel,12,2009,3,2,63653,0.164,0.352
N. mackerel,12,2009,3,3,47338,0.241,0.382
N. mackerel,12,2009,3,4,36019,0.342,0.384
N. mackerel,12,2009,3,5,17052,0.39,0.325
N. mackerel,12,2009,3,6,29884,0.486046,0.359
N. mackerel,12,2009,4,0,0,-1,0
N. mackerel,12,2009,4,1,81074,0.078,0.221
N. mackerel,12,2009,4,2,46539,0.164,0.253
N. mackerel,12,2009,4,3,60570,0.241,0.262
N. mackerel,12,2009,4,4,46087,0.342,0.228
N. mackerel,12,2009,4,5,21818,0.39,0.263
N. mackerel,12,2009,4,6,38237,0.485975,0.281
N. mackerel,12,2010,1,1,92020,0.078,0.034
N. mackerel,12,2010,1,2,72016,0.164,0.094
N. mackerel,12,2010,1,3,50164,0.241,0.117
N. mackerel,12,2010,1,4,70630,0.342,0.128
N. mackerel,12,2010,1,5,50711,0.39,0.143
N. mackerel,12,2010,1,6,60659,0.486189,0.167
N. mackerel,12,2010,2,1,84100,0.078,0.097
N. mackerel,12,2010,2,2,82272,0.164,0.184
N. mackerel,12,2010,2,3,57308,0.241,0.23
N. mackerel,12,2010,2,4,80689,0.342,0.256
N. mackerel,12,2010,2,5,57933,0.39,0.265
N. mackerel,12,2010,2,6,69298,0.486118,0.263
N. mackerel,12,2010,3,0,0,-1,0
N. mackerel,12,2010,3,1,76861,0.078,0.289
N. mackerel,12,2010,3,2,75191,0.164,0.352
N. mackerel,12,2010,3,3,26188,0.241,0.382
N. mackerel,12,2010,3,4,36872,0.342,0.384
N. mackerel,12,2010,3,5,26474,0.39,0.325
N. mackerel,12,2010,3,6,31667,0.486046,0.359
N. mackerel,12,2010,4,0,0,-1,0
N. mackerel,12,2010,4,1,70246,0.078,0.221
N. mackerel,12,2010,4,2,54976,0.164,0.253
N. mackerel,12,2010,4,3,33507,0.241,0.262
N. mackerel,12,2010,4,4,47178,0.342,0.228
N. mackerel,12,2010,4,5,33873,0.39,0.263
N. mackerel,12,2010,4,6,40518,0.485975,0.281
W.horse mac,13,1963,1,1,0,-1,0
W.horse mac,13,1963,1,2,0,-1,0
W.horse mac,13,1963,2,1,0,-1,0.183
W.horse mac,13,1963,2,2,0,-1,0.355
W.horse mac,13,1963,3,0,0,-1,0
W.horse mac,13,1963,3,1,0,-1,0.119
W.horse mac,13,1963,3,2,0,-1,0.334
W.horse mac,13,1963,4,0,0,-1,0
W.horse mac,13,1963,4,1,0,-1,0.191
W.horse mac,13,1963,4,2,0,-1,0.337
W.horse mac,13,1964,1,1,0,-1,0
W.horse mac,13,1964,1,2,0,-1,0
W.horse mac,13,1964,2,1,0,-1,0.183
W.horse mac,13,1964,2,2,0,-1,0.355
W.horse mac,13,1964,3,0,0,-1,0
W.horse mac,13,1964,3,1,0,-1,0.119
W.horse mac,13,1964,3,2,0,-1,0.334
W.horse mac,13,1964,4,0,0,-1,0
W.horse mac,13,1964,4,1,0,-1,0.191
W.horse mac,13,1964,4,2,0,-1,0.337
W.horse mac,13,1965,1,1,0,-1,0
W.horse mac,13,1965,1,2,0,-1,0
W.horse mac,13,1965,2,1,0,-1,0.183
W.horse mac,13,1965,2,2,0,-1,0.355
W.horse mac,13,1965,3,0,0,-1,0
W.horse mac,13,1965,3,1,0,-1,0.119
W.horse mac,13,1965,3,2,0,-1,0.334
W.horse mac,13,1965,4,0,0,-1,0
W.horse mac,13,1965,4,1,0,-1,0.191
W.horse mac,13,1965,4,2,0,-1,0.337
W.horse mac,13,1966,1,1,0,-1,0
W.horse mac,13,1966,1,2,0,-1,0
W.horse mac,13,1966,2,1,0,-1,0.183
W.horse mac,13,1966,2,2,0,-1,0.355
W.horse mac,13,1966,3,0,0,-1,0
W.horse mac,13,1966,3,1,0,-1,0.119
W.horse mac,13,1966,3,2,0,-1,0.334
W.horse mac,13,1966,4,0,0,-1,0
W.horse mac,13,1966,4,1,0,-1,0.191
W.horse mac,13,1966,4,2,0,-1,0.337
W.horse mac,13,1967,1,1,0,-1,0
W.horse mac,13,1967,1,2,0,-1,0
W.horse mac,13,1967,2,1,0,-1,0.183
W.horse mac,13,1967,2,2,0,-1,0.355
W.horse mac,13,1967,3,0,0,-1,0
W.horse mac,13,1967,3,1,0,-1,0.119
W.horse mac,13,1967,3,2,0,-1,0.334
W.horse mac,13,1967,4,0,0,-1,0
W.horse mac,13,1967,4,1,0,-1,0.191
W.horse mac,13,1967,4,2,0,-1,0.337
W.horse mac,13,1968,1,1,0,-1,0
W.horse mac,13,1968,1,2,0,-1,0
W.horse mac,13,1968,2,1,0,-1,0.183
W.horse mac,13,1968,2,2,0,-1,0.355
W.horse mac,13,1968,3,0,0,-1,0
W.horse mac,13,1968,3,1,0,-1,0.119
W.horse mac,13,1968,3,2,0,-1,0.334
W.horse mac,13,1968,4,0,0,-1,0
W.horse mac,13,1968,4,1,0,-1,0.191
W.horse mac,13,1968,4,2,0,-1,0.337
W.horse mac,13,1969,1,1,0,-1,0
W.horse mac,13,1969,1,2,0,-1,0
W.horse mac,13,1969,2,1,0,-1,0.183
W.horse mac,13,1969,2,2,0,-1,0.355
W.horse mac,13,1969,3,0,0,-1,0
W.horse mac,13,1969,3,1,0,-1,0.119
W.horse mac,13,1969,3,2,0,-1,0.334
W.horse mac,13,1969,4,0,0,-1,0
W.horse mac,13,1969,4,1,0,-1,0.191
W.horse mac,13,1969,4,2,0,-1,0.337
W.horse mac,13,1970,1,1,0,-1,0
W.horse mac,13,1970,1,2,0,-1,0
W.horse mac,13,1970,2,1,0,-1,0.183
W.horse mac,13,1970,2,2,0,-1,0.355
W.horse mac,13,1970,3,0,0,-1,0
W.horse mac,13,1970,3,1,0,-1,0.119
W.horse mac,13,1970,3,2,0,-1,0.334
W.horse mac,13,1970,4,0,0,-1,0
W.horse mac,13,1970,4,1,0,-1,0.191
W.horse mac,13,1970,4,2,0,-1,0.337
W.horse mac,13,1971,1,1,0,-1,0
W.horse mac,13,1971,1,2,0,-1,0
W.horse mac,13,1971,2,1,0,-1,0.183
W.horse mac,13,1971,2,2,0,-1,0.355
W.horse mac,13,1971,3,0,0,-1,0
W.horse mac,13,1971,3,1,0,-1,0.119
W.horse mac,13,1971,3,2,0,-1,0.334
W.horse mac,13,1971,4,0,0,-1,0
W.horse mac,13,1971,4,1,0,-1,0.191
W.horse mac,13,1971,4,2,0,-1,0.337
W.horse mac,13,1972,1,1,0,-1,0
W.horse mac,13,1972,1,2,0,-1,0
W.horse mac,13,1972,2,1,0,-1,0.183
W.horse mac,13,1972,2,2,0,-1,0.355
W.horse mac,13,1972,3,0,0,-1,0
W.horse mac,13,1972,3,1,0,-1,0.119
W.horse mac,13,1972,3,2,0,-1,0.334
W.horse mac,13,1972,4,0,0,-1,0
W.horse mac,13,1972,4,1,0,-1,0.191
W.horse mac,13,1972,4,2,0,-1,0.337
W.horse mac,13,1973,1,1,0,-1,0
W.horse mac,13,1973,1,2,0,-1,0
W.horse mac,13,1973,2,1,0,-1,0.183
W.horse mac,13,1973,2,2,0,-1,0.355
W.horse mac,13,1973,3,0,0,-1,0
W.horse mac,13,1973,3,1,0,-1,0.119
W.horse mac,13,1973,3,2,0,-1,0.334
W.horse mac,13,1973,4,0,0,-1,0
W.horse mac,13,1973,4,1,0,-1,0.191
W.horse mac,13,1973,4,2,0,-1,0.337
W.horse mac,13,1974,1,1,0,-1,0
W.horse mac,13,1974,1,2,0,-1,0
W.horse mac,13,1974,2,1,0,-1,0.183
W.horse mac,13,1974,2,2,0,-1,0.355
W.horse mac,13,1974,3,0,0,-1,0
W.horse mac,13,1974,3,1,0,-1,0.119
W.horse mac,13,1974,3,2,0,-1,0.334
W.horse mac,13,1974,4,0,0,-1,0
W.horse mac,13,1974,4,1,0,-1,0.191
W.horse mac,13,1974,4,2,0,-1,0.337
W.horse mac,13,1975,1,1,0,-1,0
W.horse mac,13,1975,1,2,0,-1,0
W.horse mac,13,1975,2,1,0,-1,0.183
W.horse mac,13,1975,2,2,0,-1,0.355
W.horse mac,13,1975,3,0,0,-1,0
W.horse mac,13,1975,3,1,0,-1,0.119
W.horse mac,13,1975,3,2,0,-1,0.334
W.horse mac,13,1975,4,0,0,-1,0
W.horse mac,13,1975,4,1,0,-1,0.191
W.horse mac,13,1975,4,2,0,-1,0.337
W.horse mac,13,1976,1,1,0,-1,0
W.horse mac,13,1976,1,2,0,-1,0
W.horse mac,13,1976,2,1,0,-1,0.183
W.horse mac,13,1976,2,2,0,-1,0.355
W.horse mac,13,1976,3,0,0,-1,0
W.horse mac,13,1976,3,1,0,-1,0.119
W.horse mac,13,1976,3,2,0,-1,0.334
W.horse mac,13,1976,4,0,0,-1,0
W.horse mac,13,1976,4,1,0,-1,0.191
W.horse mac,13,1976,4,2,0,-1,0.337
W.horse mac,13,1977,1,1,0,-1,0
W.horse mac,13,1977,1,2,0,-1,0
W.horse mac,13,1977,2,1,0,-1,0.183
W.horse mac,13,1977,2,2,0,-1,0.355
W.horse mac,13,1977,3,0,0,-1,0
W.horse mac,13,1977,3,1,0,-1,0.119
W.horse mac,13,1977,3,2,0,-1,0.334
W.horse mac,13,1977,4,0,0,-1,0
W.horse mac,13,1977,4,1,0,-1,0.191
W.horse mac,13,1977,4,2,0,-1,0.337
W.horse mac,13,1978,1,1,0,-1,0
W.horse mac,13,1978,1,2,0,-1,0
W.horse mac,13,1978,2,1,0,-1,0.183
W.horse mac,13,1978,2,2,0,-1,0.355
W.horse mac,13,1978,3,0,0,-1,0
W.horse mac,13,1978,3,1,0,-1,0.119
W.horse mac,13,1978,3,2,0,-1,0.334
W.horse mac,13,1978,4,0,0,-1,0
W.horse mac,13,1978,4,1,0,-1,0.191
W.horse mac,13,1978,4,2,0,-1,0.337
W.horse mac,13,1979,1,1,0,-1,0
W.horse mac,13,1979,1,2,0,-1,0
W.horse mac,13,1979,2,1,0,-1,0.183
W.horse mac,13,1979,2,2,0,-1,0.355
W.horse mac,13,1979,3,0,0,-1,0
W.horse mac,13,1979,3,1,0,-1,0.119
W.horse mac,13,1979,3,2,0,-1,0.334
W.horse mac,13,1979,4,0,0,-1,0
W.horse mac,13,1979,4,1,0,-1,0.191
W.horse mac,13,1979,4,2,0,-1,0.337
W.horse mac,13,1980,1,1,0,-1,0
W.horse mac,13,1980,1,2,0,-1,0
W.horse mac,13,1980,2,1,0,-1,0.183
W.horse mac,13,1980,2,2,0,-1,0.355
W.horse mac,13,1980,3,0,0,-1,0
W.horse mac,13,1980,3,1,0,-1,0.119
W.horse mac,13,1980,3,2,0,-1,0.334
W.horse mac,13,1980,4,0,0,-1,0
W.horse mac,13,1980,4,1,0,-1,0.191
W.horse mac,13,1980,4,2,0,-1,0.337
W.horse mac,13,1981,1,1,0,-1,0
W.horse mac,13,1981,1,2,0,-1,0
W.horse mac,13,1981,2,1,0,-1,0.183
W.horse mac,13,1981,2,2,0,-1,0.355
W.horse mac,13,1981,3,0,0,-1,0
W.horse mac,13,1981,3,1,0,-1,0.119
W.horse mac,13,1981,3,2,0,-1,0.334
W.horse mac,13,1981,4,0,0,-1,0
W.horse mac,13,1981,4,1,0,-1,0.191
W.horse mac,13,1981,4,2,0,-1,0.337
W.horse mac,13,1982,1,1,0,-1,0
W.horse mac,13,1982,1,2,0,-1,0
W.horse mac,13,1982,2,1,0,-1,0.183
W.horse mac,13,1982,2,2,0,-1,0.355
W.horse mac,13,1982,3,0,0,-1,0
W.horse mac,13,1982,3,1,0,-1,0.119
W.horse mac,13,1982,3,2,0,-1,0.334
W.horse mac,13,1982,4,0,0,-1,0
W.horse mac,13,1982,4,1,0,-1,0.191
W.horse mac,13,1982,4,2,0,-1,0.337
W.horse mac,13,1983,1,1,0,-1,0
W.horse mac,13,1983,1,2,0,-1,0
W.horse mac,13,1983,2,1,0,-1,0.183
W.horse mac,13,1983,2,2,0,-1,0.355
W.horse mac,13,1983,3,0,0,-1,0
W.horse mac,13,1983,3,1,0,-1,0.119
W.horse mac,13,1983,3,2,0,-1,0.334
W.horse mac,13,1983,4,0,0,-1,0
W.horse mac,13,1983,4,1,0,-1,0.191
W.horse mac,13,1983,4,2,0,-1,0.337
W.horse mac,13,1984,1,1,0,-1,0
W.horse mac,13,1984,1,2,0,-1,0
W.horse mac,13,1984,2,1,0,-1,0.183
W.horse mac,13,1984,2,2,0,-1,0.355
W.horse mac,13,1984,3,0,0,-1,0
W.horse mac,13,1984,3,1,0,-1,0.119
W.horse mac,13,1984,3,2,0,-1,0.334
W.horse mac,13,1984,4,0,0,-1,0
W.horse mac,13,1984,4,1,0,-1,0.191
W.horse mac,13,1984,4,2,0,-1,0.337
W.horse mac,13,1985,1,1,0,-1,0
W.horse mac,13,1985,1,2,0,-1,0
W.horse mac,13,1985,2,1,0,-1,0.183
W.horse mac,13,1985,2,2,0,-1,0.355
W.horse mac,13,1985,3,0,0,-1,0
W.horse mac,13,1985,3,1,0,-1,0.119
W.horse mac,13,1985,3,2,0,-1,0.334
W.horse mac,13,1985,4,0,0,-1,0
W.horse mac,13,1985,4,1,0,-1,0.191
W.horse mac,13,1985,4,2,0,-1,0.337
W.horse mac,13,1986,1,1,0,-1,0
W.horse mac,13,1986,1,2,0,-1,0
W.horse mac,13,1986,2,1,0,-1,0.183
W.horse mac,13,1986,2,2,0,-1,0.355
W.horse mac,13,1986,3,0,0,-1,0
W.horse mac,13,1986,3,1,128649,0.178104,0.119
W.horse mac,13,1986,3,2,66777,0.315198,0.334
W.horse mac,13,1986,4,0,0,-1,0
W.horse mac,13,1986,4,1,244749,0.178104,0.191
W.horse mac,13,1986,4,2,127040,0.315198,0.337
W.horse mac,13,1987,1,1,0,-1,0
W.horse mac,13,1987,1,2,0,-1,0
W.horse mac,13,1987,2,1,0,-1,0.183
W.horse mac,13,1987,2,2,0,-1,0.355
W.horse mac,13,1987,3,0,0,-1,0
W.horse mac,13,1987,3,1,1549510,0.127189,0.119
W.horse mac,13,1987,3,2,104575,0.258546,0.334
W.horse mac,13,1987,4,0,0,-1,0
W.horse mac,13,1987,4,1,11791500,0.127189,0.191
W.horse mac,13,1987,4,2,795802,0.258546,0.337
W.horse mac,13,1988,1,1,0,-1,0
W.horse mac,13,1988,1,2,0,-1,0
W.horse mac,13,1988,2,1,0,-1,0.183
W.horse mac,13,1988,2,2,0,-1,0.355
W.horse mac,13,1988,3,0,0,-1,0
W.horse mac,13,1988,3,1,1278380,0.140897,0.119
W.horse mac,13,1988,3,2,109098,0.289638,0.334
W.horse mac,13,1988,4,0,0,-1,0
W.horse mac,13,1988,4,1,9728280,0.140897,0.191
W.horse mac,13,1988,4,2,830220,0.289638,0.337
W.horse mac,13,1989,1,1,0,-1,0
W.horse mac,13,1989,1,2,0,-1,0
W.horse mac,13,1989,2,1,0,-1,0.183
W.horse mac,13,1989,2,2,0,-1,0.355
W.horse mac,13,1989,3,0,0,-1,0
W.horse mac,13,1989,3,1,1079930,0.157175,0.119
W.horse mac,13,1989,3,2,97351,0.255904,0.334
W.horse mac,13,1989,4,0,0,-1,0
W.horse mac,13,1989,4,1,8218070,0.157175,0.191
W.horse mac,13,1989,4,2,740822,0.255904,0.337
W.horse mac,13,1990,1,1,0,-1,0
W.horse mac,13,1990,1,2,0,-1,0
W.horse mac,13,1990,2,1,0,-1,0.183
W.horse mac,13,1990,2,2,0,-1,0.355
W.horse mac,13,1990,3,0,0,-1,0
W.horse mac,13,1990,3,1,89783,0.129145,0.119
W.horse mac,13,1990,3,2,916270,0.166774,0.334
W.horse mac,13,1990,4,0,0,-1,0
W.horse mac,13,1990,4,1,683236,0.129145,0.191
W.horse mac,13,1990,4,2,6972660,0.166774,0.337
W.horse mac,13,1991,1,1,0,-1,0
W.horse mac,13,1991,1,2,0,-1,0
W.horse mac,13,1991,2,1,0,-1,0.183
W.horse mac,13,1991,2,2,0,-1,0.355
W.horse mac,13,1991,3,0,0,-1,0
W.horse mac,13,1991,3,1,149752,0.139948,0.119
W.horse mac,13,1991,3,2,721421,0.191091,0.334
W.horse mac,13,1991,4,0,0,-1,0
W.horse mac,13,1991,4,1,1139590,0.139948,0.191
W.horse mac,13,1991,4,2,5489890,0.191091,0.337
W.horse mac,13,1992,1,1,0,-1,0
W.horse mac,13,1992,1,2,0,-1,0
W.horse mac,13,1992,2,1,0,-1,0.183
W.horse mac,13,1992,2,2,0,-1,0.355
W.horse mac,13,1992,3,0,0,-1,0
W.horse mac,13,1992,3,1,397712,0.14191,0.119
W.horse mac,13,1992,3,2,1156640,0.1874,0.334
W.horse mac,13,1992,4,0,0,-1,0
W.horse mac,13,1992,4,1,2080740,0.14191,0.191
W.horse mac,13,1992,4,2,6051260,0.1874,0.337
W.horse mac,13,1993,1,1,0,-1,0
W.horse mac,13,1993,1,2,0,-1,0
W.horse mac,13,1993,2,1,0,-1,0.183
W.horse mac,13,1993,2,2,0,-1,0.355
W.horse mac,13,1993,3,0,0,-1,0
W.horse mac,13,1993,3,1,163212,0.164852,0.119
W.horse mac,13,1993,3,2,477156,0.217137,0.334
W.horse mac,13,1993,4,0,0,-1,0
W.horse mac,13,1993,4,1,2018270,0.164852,0.191
W.horse mac,13,1993,4,2,5900500,0.217137,0.337
W.horse mac,13,1994,1,1,0,-1,0
W.horse mac,13,1994,1,2,0,-1,0
W.horse mac,13,1994,2,1,0,-1,0.183
W.horse mac,13,1994,2,2,0,-1,0.355
W.horse mac,13,1994,3,0,0,-1,0
W.horse mac,13,1994,3,1,120653,0.165928,0.119
W.horse mac,13,1994,3,2,387709,0.22697,0.334
W.horse mac,13,1994,4,0,0,-1,0
W.horse mac,13,1994,4,1,1492000,0.165928,0.191
W.horse mac,13,1994,4,2,4794410,0.22697,0.337
W.horse mac,13,1995,1,1,0,-1,0
W.horse mac,13,1995,1,2,0,-1,0
W.horse mac,13,1995,2,1,0,-1,0.183
W.horse mac,13,1995,2,2,0,-1,0.355
W.horse mac,13,1995,3,0,0,-1,0
W.horse mac,13,1995,3,1,96419,0.132788,0.119
W.horse mac,13,1995,3,2,310544,0.22096,0.334
W.horse mac,13,1995,4,0,0,-1,0
