Species,Year,Quarter,Species.n,Age,M1,M2,MsingleSpecies,F,Z,N,N.bar,C,west,weca,Yield (SOP),propmat,TSB,SSB,Length.in.the.sea(mm),FoodRation
N. mackerel,1995,1,12,4,-1,-1,-1,-1,0,44875,44875,-1,0.326,-1,-1,-1,14629.3,-1,685,0.128
N. mackerel,1995,1,12,5,-1,-1,-1,-1,0,26237,26237,-1,0.398,-1,-1,-1,10442.3,-1,720,0.143
N. mackerel,1995,1,12,6,-1,-1,-1,-1,0,58485,58485,-1,0.501835,-1,-1,-1,29349.8,-1,762,0.167
N. mackerel,1995,2,12,1,-1,-1,-1,-1,0,138184,138184,-1,0.081,-1,-1,-1,11192.9,-1,516,0.097
N. mackerel,1995,2,12,2,-1,-1,-1,-1,0,135009,135009,-1,0.164,-1,-1,-1,22141.5,-1,604,0.184
N. mackerel,1995,2,12,3,-1,-1,-1,-1,0,90552,90552,-1,0.267,-1,-1,-1,24177.4,-1,673,0.23
N. mackerel,1995,2,12,4,-1,-1,-1,-1,0,51266,51266,-1,0.326,-1,-1,-1,16712.7,-1,707,0.256
N. mackerel,1995,2,12,5,-1,-1,-1,-1,0,29974,29974,-1,0.398,-1,-1,-1,11929.7,-1,740,0.265
N. mackerel,1995,2,12,6,-1,-1,-1,-1,0,66814,66814,-1,0.501721,-1,-1,-1,33522,-1,780,0.263
N. mackerel,1995,3,12,1,-1,-1,-1,-1,0,126291,126291,-1,0.081,-1,-1,-1,10229.6,-1,528,0.289
N. mackerel,1995,3,12,2,-1,-1,-1,-1,0,123389,123389,-1,0.164,-1,-1,-1,20235.8,-1,624,0.352
N. mackerel,1995,3,12,3,-1,-1,-1,-1,0,41379,41379,-1,0.267,-1,-1,-1,11048.2,-1,687,0.382
N. mackerel,1995,3,12,4,-1,-1,-1,-1,0,23427,23427,-1,0.326,-1,-1,-1,7637.2,-1,718,0.384
N. mackerel,1995,3,12,5,-1,-1,-1,-1,0,13697,13697,-1,0.398,-1,-1,-1,5451.41,-1,749,0.325
N. mackerel,1995,3,12,6,-1,-1,-1,-1,0,30532,30532,-1,0.501608,-1,-1,-1,15315.1,-1,787,0.359
N. mackerel,1995,4,12,1,-1,-1,-1,-1,0,115421,115421,-1,0.081,-1,-1,-1,9349.1,-1,532,0.221
N. mackerel,1995,4,12,2,-1,-1,-1,-1,0,90215,90215,-1,0.164,-1,-1,-1,14795.3,-1,617,0.253
N. mackerel,1995,4,12,3,-1,-1,-1,-1,0,52945,52945,-1,0.267,-1,-1,-1,14136.3,-1,681,0.262
N. mackerel,1995,4,12,4,-1,-1,-1,-1,0,29975,29975,-1,0.326,-1,-1,-1,9771.85,-1,712,0.228
N. mackerel,1995,4,12,5,-1,-1,-1,-1,0,17525,17525,-1,0.398,-1,-1,-1,6974.95,-1,745,0.263
N. mackerel,1995,4,12,6,-1,-1,-1,-1,0,39065,39065,-1,0.501495,-1,-1,-1,19590.9,-1,784,0.281
N. mackerel,1996,1,12,1,-1,-1,-1,-1,0,134832,134832,-1,0.076,-1,-1,-1,10247.2,-1,471,0.034
N. mackerel,1996,1,12,2,-1,-1,-1,-1,0,101861,101861,-1,0.133,-1,-1,-1,13547.5,-1,562,0.094
N. mackerel,1996,1,12,3,-1,-1,-1,-1,0,92326,92326,-1,0.251,-1,-1,-1,23173.8,-1,642,0.117
N. mackerel,1996,1,12,4,-1,-1,-1,-1,0,58856,58856,-1,0.317,-1,-1,-1,18657.4,-1,341,0.128
N. mackerel,1996,1,12,5,-1,-1,-1,-1,0,31059,31059,-1,0.366,-1,-1,-1,11367.6,-1,711,0.143
N. mackerel,1996,1,12,6,-1,-1,-1,-1,0,49763,49763,-1,0.499494,-1,-1,-1,24856.3,-1,761,0.167
N. mackerel,1996,2,12,1,-1,-1,-1,-1,0,123227,123227,-1,0.076,-1,-1,-1,9365.25,-1,512,0.097
N. mackerel,1996,2,12,2,-1,-1,-1,-1,0,116368,116368,-1,0.133,-1,-1,-1,15476.9,-1,586,0.184
N. mackerel,1996,2,12,3,-1,-1,-1,-1,0,105474,105474,-1,0.251,-1,-1,-1,26474,-1,666,0.23
N. mackerel,1996,2,12,4,-1,-1,-1,-1,0,67238,67238,-1,0.317,-1,-1,-1,21314.4,-1,704,0.256
N. mackerel,1996,2,12,5,-1,-1,-1,-1,0,35482,35482,-1,0.366,-1,-1,-1,12986.4,-1,731,0.265
N. mackerel,1996,2,12,6,-1,-1,-1,-1,0,56850,56850,-1,0.499411,-1,-1,-1,28391.5,-1,779,0.263
N. mackerel,1996,3,12,1,-1,-1,-1,-1,0,112621,112621,-1,0.076,-1,-1,-1,8559.2,-1,524,0.289
N. mackerel,1996,3,12,2,-1,-1,-1,-1,0,106352,106352,-1,0.133,-1,-1,-1,14144.8,-1,606,0.352
N. mackerel,1996,3,12,3,-1,-1,-1,-1,0,48198,48198,-1,0.251,-1,-1,-1,12097.7,-1,680,0.382
N. mackerel,1996,3,12,4,-1,-1,-1,-1,0,30725,30725,-1,0.317,-1,-1,-1,9739.83,-1,715,0.384
N. mackerel,1996,3,12,5,-1,-1,-1,-1,0,16214,16214,-1,0.366,-1,-1,-1,5934.32,-1,740,0.325
N. mackerel,1996,3,12,6,-1,-1,-1,-1,0,25978,25978,-1,0.499327,-1,-1,-1,12971.5,-1,393,0.359
N. mackerel,1996,4,12,1,-1,-1,-1,-1,0,102928,102928,-1,0.076,-1,-1,-1,7822.53,-1,528,0.221
N. mackerel,1996,4,12,2,-1,-1,-1,-1,0,77759,77759,-1,0.133,-1,-1,-1,10341.9,-1,599,0.253
N. mackerel,1996,4,12,3,-1,-1,-1,-1,0,61670,61670,-1,0.251,-1,-1,-1,15479.2,-1,674,0.262
N. mackerel,1996,4,12,4,-1,-1,-1,-1,0,39313,39313,-1,0.317,-1,-1,-1,12462.2,-1,709,0.228
N. mackerel,1996,4,12,5,-1,-1,-1,-1,0,20746,20746,-1,0.366,-1,-1,-1,7593.04,-1,736,0.263
N. mackerel,1996,4,12,6,-1,-1,-1,-1,0,33240,33240,-1,0.499244,-1,-1,-1,16594.9,-1,783,0.281
N. mackerel,1997,1,12,1,-1,-1,-1,-1,0,131811,131811,-1,0.076,-1,-1,-1,10017.6,-1,471,0.034
N. mackerel,1997,1,12,2,-1,-1,-1,-1,0,89536,89536,-1,0.186,-1,-1,-1,16653.7,-1,591,0.094
N. mackerel,1997,1,12,3,-1,-1,-1,-1,0,83018,83018,-1,0.228,-1,-1,-1,18928.1,-1,633,0.117
N. mackerel,1997,1,12,4,-1,-1,-1,-1,0,70284,70284,-1,0.296,-1,-1,-1,20804.1,-1,675,0.128
N. mackerel,1997,1,12,5,-1,-1,-1,-1,0,42973,42973,-1,0.361,-1,-1,-1,15513.3,-1,709,0.143
N. mackerel,1997,1,12,6,-1,-1,-1,-1,0,53165,53165,-1,0.460625,-1,-1,-1,24489.1,-1,751,0.167
N. mackerel,1997,2,12,1,-1,-1,-1,-1,0,120466,120466,-1,0.076,-1,-1,-1,9155.42,-1,512,0.097
N. mackerel,1997,2,12,2,-1,-1,-1,-1,0,102288,102288,-1,0.186,-1,-1,-1,19025.6,-1,615,0.184
N. mackerel,1997,2,12,3,-1,-1,-1,-1,0,94841,94841,-1,0.228,-1,-1,-1,21623.7,-1,657,0.23
N. mackerel,1997,2,12,4,-1,-1,-1,-1,0,80294,80294,-1,0.296,-1,-1,-1,23767,-1,697,0.256
N. mackerel,1997,2,12,5,-1,-1,-1,-1,0,49093,49093,-1,0.361,-1,-1,-1,17722.6,-1,729,0.265
N. mackerel,1997,2,12,6,-1,-1,-1,-1,0,60737,60737,-1,0.460521,-1,-1,-1,27970.7,-1,769,0.263
N. mackerel,1997,3,12,1,-1,-1,-1,-1,0,110098,110098,-1,0.076,-1,-1,-1,8367.45,-1,524,0.289
N. mackerel,1997,3,12,2,-1,-1,-1,-1,0,93484,93484,-1,0.186,-1,-1,-1,17388,-1,635,0.352
N. mackerel,1997,3,12,3,-1,-1,-1,-1,0,43339,43339,-1,0.228,-1,-1,-1,9881.29,-1,671,0.382
N. mackerel,1997,3,12,4,-1,-1,-1,-1,0,36691,36691,-1,0.296,-1,-1,-1,10860.5,-1,708,0.384
N. mackerel,1997,3,12,5,-1,-1,-1,-1,0,22434,22434,-1,0.361,-1,-1,-1,8098.67,-1,738,0.325
N. mackerel,1997,3,12,6,-1,-1,-1,-1,0,27755,27755,-1,0.460417,-1,-1,-1,12778.9,-1,776,0.359
N. mackerel,1997,4,12,1,-1,-1,-1,-1,0,100622,100622,-1,0.076,-1,-1,-1,7647.27,-1,528,0.221
N. mackerel,1997,4,12,2,-1,-1,-1,-1,0,68350,68350,-1,0.186,-1,-1,-1,12713.1,-1,628,0.253
N. mackerel,1997,4,12,3,-1,-1,-1,-1,0,55452,55452,-1,0.228,-1,-1,-1,12643.1,-1,665,0.262
N. mackerel,1997,4,12,4,-1,-1,-1,-1,0,46947,46947,-1,0.296,-1,-1,-1,13896.3,-1,702,0.228
N. mackerel,1997,4,12,5,-1,-1,-1,-1,0,28704,28704,-1,0.361,-1,-1,-1,10362.1,-1,734,0.263
N. mackerel,1997,4,12,6,-1,-1,-1,-1,0,35512,35512,-1,0.460313,-1,-1,-1,16346.6,-1,773,0.281
N. mackerel,1998,1,12,1,-1,-1,-1,-1,0,46718,46718,-1,0.077,-1,-1,-1,3597.29,-1,472,0.034
N. mackerel,1998,1,12,2,-1,-1,-1,-1,0,41524,41524,-1,0.149,-1,-1,-1,6187.08,-1,572,0.094
N. mackerel,1998,1,12,3,-1,-1,-1,-1,0,34416,34416,-1,0.223,-1,-1,-1,7674.77,-1,631,0.117
N. mackerel,1998,1,12,4,-1,-1,-1,-1,0,31047,31047,-1,0.285,-1,-1,-1,8848.39,-1,671,0.128
N. mackerel,1998,1,12,5,-1,-1,-1,-1,0,23957,23957,-1,0.342,-1,-1,-1,8193.29,-1,703,0.143
N. mackerel,1998,1,12,6,-1,-1,-1,-1,0,31217,31217,-1,0.445556,-1,-1,-1,13908.9,-1,747,0.167
N. mackerel,1998,2,12,1,-1,-1,-1,-1,0,42697,42697,-1,0.077,-1,-1,-1,3287.67,-1,513,0.097
N. mackerel,1998,2,12,2,-1,-1,-1,-1,0,47437,47437,-1,0.149,-1,-1,-1,7068.11,-1,596,0.184
N. mackerel,1998,2,12,3,-1,-1,-1,-1,0,39317,39317,-1,0.223,-1,-1,-1,8767.69,-1,655,0.23
N. mackerel,1998,2,12,4,-1,-1,-1,-1,0,35469,35469,-1,0.285,-1,-1,-1,10108.7,-1,693,0.256
N. mackerel,1998,2,12,5,-1,-1,-1,-1,0,27369,27369,-1,0.342,-1,-1,-1,9360.2,-1,723,0.265
N. mackerel,1998,2,12,6,-1,-1,-1,-1,0,35663,35663,-1,0.445448,-1,-1,-1,15886,-1,765,0.263
N. mackerel,1998,3,12,1,-1,-1,-1,-1,0,39022,39022,-1,0.077,-1,-1,-1,3004.69,-1,525,0.289
N. mackerel,1998,3,12,2,-1,-1,-1,-1,0,43355,43355,-1,0.149,-1,-1,-1,6459.89,-1,616,0.352
N. mackerel,1998,3,12,3,-1,-1,-1,-1,0,17967,17967,-1,0.223,-1,-1,-1,4006.64,-1,669,0.382
N. mackerel,1998,3,12,4,-1,-1,-1,-1,0,16208,16208,-1,0.285,-1,-1,-1,4619.28,-1,704,0.384
N. mackerel,1998,3,12,5,-1,-1,-1,-1,0,12507,12507,-1,0.342,-1,-1,-1,4277.39,-1,732,0.325
N. mackerel,1998,3,12,6,-1,-1,-1,-1,0,16297,16297,-1,0.44534,-1,-1,-1,7257.71,-1,772,0.359
N. mackerel,1998,4,12,1,-1,-1,-1,-1,0,35663,35663,-1,0.077,-1,-1,-1,2746.05,-1,529,0.221
N. mackerel,1998,4,12,2,-1,-1,-1,-1,0,31698,31698,-1,0.149,-1,-1,-1,4723,-1,609,0.253
N. mackerel,1998,4,12,3,-1,-1,-1,-1,0,22988,22988,-1,0.223,-1,-1,-1,5126.32,-1,663,0.262
N. mackerel,1998,4,12,4,-1,-1,-1,-1,0,20738,20738,-1,0.285,-1,-1,-1,5910.33,-1,698,0.228
N. mackerel,1998,4,12,5,-1,-1,-1,-1,0,16002,16002,-1,0.342,-1,-1,-1,5472.68,-1,728,0.263
N. mackerel,1998,4,12,6,-1,-1,-1,-1,0,20852,20852,-1,0.445233,-1,-1,-1,9284,-1,769,0.281
N. mackerel,1999,1,12,1,-1,-1,-1,-1,0,45190,45190,-1,0.081,-1,-1,-1,3660.39,-1,475,0.034
N. mackerel,1999,1,12,2,-1,-1,-1,-1,0,31544,31544,-1,0.194,-1,-1,-1,6119.54,-1,595,0.094
N. mackerel,1999,1,12,3,-1,-1,-1,-1,0,33742,33742,-1,0.242,-1,-1,-1,8165.56,-1,639,0.117
N. mackerel,1999,1,12,4,-1,-1,-1,-1,0,26072,26072,-1,0.301,-1,-1,-1,7847.67,-1,677,0.128
N. mackerel,1999,1,12,5,-1,-1,-1,-1,0,21838,21838,-1,0.353,-1,-1,-1,7708.81,-1,707,0.143
N. mackerel,1999,1,12,6,-1,-1,-1,-1,0,35377,35377,-1,0.430616,-1,-1,-1,15233.9,-1,743,0.167
N. mackerel,1999,2,12,1,-1,-1,-1,-1,0,41301,41301,-1,0.081,-1,-1,-1,3345.38,-1,516,0.097
N. mackerel,1999,2,12,2,-1,-1,-1,-1,0,36037,36037,-1,0.194,-1,-1,-1,6991.18,-1,619,0.184
N. mackerel,1999,2,12,3,-1,-1,-1,-1,0,38547,38547,-1,0.242,-1,-1,-1,9328.37,-1,663,0.23
N. mackerel,1999,2,12,4,-1,-1,-1,-1,0,29785,29785,-1,0.301,-1,-1,-1,8965.28,-1,699,0.256
N. mackerel,1999,2,12,5,-1,-1,-1,-1,0,24948,24948,-1,0.353,-1,-1,-1,8806.64,-1,727,0.265
N. mackerel,1999,2,12,6,-1,-1,-1,-1,0,40415,40415,-1,0.430541,-1,-1,-1,17400.3,-1,761,0.263
N. mackerel,1999,3,12,1,-1,-1,-1,-1,0,37746,37746,-1,0.081,-1,-1,-1,3057.43,-1,528,0.289
N. mackerel,1999,3,12,2,-1,-1,-1,-1,0,32935,32935,-1,0.194,-1,-1,-1,6389.39,-1,639,0.352
N. mackerel,1999,3,12,3,-1,-1,-1,-1,0,17615,17615,-1,0.242,-1,-1,-1,4262.83,-1,677,0.382
N. mackerel,1999,3,12,4,-1,-1,-1,-1,0,13611,13611,-1,0.301,-1,-1,-1,4096.91,-1,710,0.384
N. mackerel,1999,3,12,5,-1,-1,-1,-1,0,11401,11401,-1,0.353,-1,-1,-1,4024.55,-1,736,0.325
N. mackerel,1999,3,12,6,-1,-1,-1,-1,0,18468,18468,-1,0.430466,-1,-1,-1,7949.85,-1,768,0.359
N. mackerel,1999,4,12,1,-1,-1,-1,-1,0,34497,34497,-1,0.081,-1,-1,-1,2794.26,-1,532,0.221
N. mackerel,1999,4,12,2,-1,-1,-1,-1,0,24080,24080,-1,0.194,-1,-1,-1,4671.52,-1,632,0.253
N. mackerel,1999,4,12,3,-1,-1,-1,-1,0,22538,22538,-1,0.242,-1,-1,-1,5454.2,-1,671,0.262
N. mackerel,1999,4,12,4,-1,-1,-1,-1,0,17415,17415,-1,0.301,-1,-1,-1,5241.92,-1,704,0.228
N. mackerel,1999,4,12,5,-1,-1,-1,-1,0,14587,14587,-1,0.353,-1,-1,-1,5149.21,-1,732,0.263
N. mackerel,1999,4,12,6,-1,-1,-1,-1,0,23630,23630,-1,0.430392,-1,-1,-1,10170.2,-1,765,0.281
N. mackerel,2000,1,12,1,-1,-1,-1,-1,0,50596,50596,-1,0.074,-1,-1,-1,3744.1,-1,469,0.034
N. mackerel,2000,1,12,2,-1,-1,-1,-1,0,30495,30495,-1,0.185,-1,-1,-1,5641.57,-1,591,0.094
N. mackerel,2000,1,12,3,-1,-1,-1,-1,0,25588,25588,-1,0.235,-1,-1,-1,6013.18,-1,636,0.117
N. mackerel,2000,1,12,4,-1,-1,-1,-1,0,25463,25463,-1,0.289,-1,-1,-1,7358.81,-1,673,0.128
N. mackerel,2000,1,12,5,-1,-1,-1,-1,0,18228,18228,-1,0.35,-1,-1,-1,6379.8,-1,706,0.143
N. mackerel,2000,1,12,6,-1,-1,-1,-1,0,35894,35894,-1,0.432989,-1,-1,-1,15541.7,-1,744,0.167
N. mackerel,2000,2,12,1,-1,-1,-1,-1,0,46241,46241,-1,0.074,-1,-1,-1,3421.83,-1,510,0.097
N. mackerel,2000,2,12,2,-1,-1,-1,-1,0,34838,34838,-1,0.185,-1,-1,-1,6445.03,-1,615,0.184
N. mackerel,2000,2,12,3,-1,-1,-1,-1,0,29233,29233,-1,0.235,-1,-1,-1,6869.75,-1,660,0.23
N. mackerel,2000,2,12,4,-1,-1,-1,-1,0,29090,29090,-1,0.289,-1,-1,-1,8407.01,-1,695,0.256
N. mackerel,2000,2,12,5,-1,-1,-1,-1,0,20824,20824,-1,0.35,-1,-1,-1,7288.4,-1,726,0.265
N. mackerel,2000,2,12,6,-1,-1,-1,-1,0,41006,41006,-1,0.432905,-1,-1,-1,17751.7,-1,762,0.263
N. mackerel,2000,3,12,1,-1,-1,-1,-1,0,42262,42262,-1,0.074,-1,-1,-1,3127.39,-1,522,0.289
N. mackerel,2000,3,12,2,-1,-1,-1,-1,0,31839,31839,-1,0.185,-1,-1,-1,5890.22,-1,635,0.352
N. mackerel,2000,3,12,3,-1,-1,-1,-1,0,13358,13358,-1,0.235,-1,-1,-1,3139.13,-1,674,0.382
N. mackerel,2000,3,12,4,-1,-1,-1,-1,0,13293,13293,-1,0.289,-1,-1,-1,3841.68,-1,706,0.384
N. mackerel,2000,3,12,5,-1,-1,-1,-1,0,9516,9516,-1,0.35,-1,-1,-1,3330.6,-1,735,0.325
N. mackerel,2000,3,12,6,-1,-1,-1,-1,0,18738,18738,-1,0.432821,-1,-1,-1,8110.2,-1,769,0.359
N. mackerel,2000,4,12,1,-1,-1,-1,-1,0,38624,38624,-1,0.074,-1,-1,-1,2858.18,-1,526,0.221
N. mackerel,2000,4,12,2,-1,-1,-1,-1,0,23279,23279,-1,0.185,-1,-1,-1,4306.61,-1,628,0.253
N. mackerel,2000,4,12,3,-1,-1,-1,-1,0,17092,17092,-1,0.235,-1,-1,-1,4016.62,-1,668,0.262
N. mackerel,2000,4,12,4,-1,-1,-1,-1,0,17009,17009,-1,0.289,-1,-1,-1,4915.6,-1,700,0.228
N. mackerel,2000,4,12,5,-1,-1,-1,-1,0,12175,12175,-1,0.35,-1,-1,-1,4261.25,-1,731,0.263
N. mackerel,2000,4,12,6,-1,-1,-1,-1,0,23976,23976,-1,0.432737,-1,-1,-1,10375.3,-1,766,0.281
N. mackerel,2001,1,12,1,-1,-1,-1,-1,0,48288,48288,-1,0.078,-1,-1,-1,3766.46,-1,472,0.034
N. mackerel,2001,1,12,2,-1,-1,-1,-1,0,52576,52576,-1,0.164,-1,-1,-1,8622.46,-1,580,0.094
N. mackerel,2001,1,12,3,-1,-1,-1,-1,0,37850,37850,-1,0.241,-1,-1,-1,9121.85,-1,638,0.117
N. mackerel,2001,1,12,4,-1,-1,-1,-1,0,29201,29201,-1,0.342,-1,-1,-1,9986.74,-1,690,0.128
N. mackerel,2001,1,12,5,-1,-1,-1,-1,0,26587,26587,-1,0.39,-1,-1,-1,10368.9,-1,718,0.143
N. mackerel,2001,1,12,6,-1,-1,-1,-1,0,49880,49880,-1,0.486189,-1,-1,-1,24251.1,-1,758,0.167
N. mackerel,2001,2,12,1,-1,-1,-1,-1,0,44132,44132,-1,0.078,-1,-1,-1,3442.3,-1,513,0.097
N. mackerel,2001,2,12,2,-1,-1,-1,-1,0,60063,60063,-1,0.164,-1,-1,-1,9850.33,-1,604,0.184
N. mackerel,2001,2,12,3,-1,-1,-1,-1,0,43241,43241,-1,0.241,-1,-1,-1,10421.1,-1,662,0.23
N. mackerel,2001,2,12,4,-1,-1,-1,-1,0,33359,33359,-1,0.342,-1,-1,-1,11408.8,-1,712,0.256
N. mackerel,2001,2,12,5,-1,-1,-1,-1,0,30373,30373,-1,0.39,-1,-1,-1,11845.5,-1,738,0.265
N. mackerel,2001,2,12,6,-1,-1,-1,-1,0,56984,56984,-1,0.486118,-1,-1,-1,27700.9,-1,776,0.263
N. mackerel,2001,3,12,1,-1,-1,-1,-1,0,40333,40333,-1,0.078,-1,-1,-1,3145.97,-1,525,0.289
N. mackerel,2001,3,12,2,-1,-1,-1,-1,0,54894,54894,-1,0.164,-1,-1,-1,9002.62,-1,624,0.352
N. mackerel,2001,3,12,3,-1,-1,-1,-1,0,19760,19760,-1,0.241,-1,-1,-1,4762.16,-1,676,0.382
N. mackerel,2001,3,12,4,-1,-1,-1,-1,0,15244,15244,-1,0.342,-1,-1,-1,5213.45,-1,723,0.384
N. mackerel,2001,3,12,5,-1,-1,-1,-1,0,13880,13880,-1,0.39,-1,-1,-1,5413.2,-1,747,0.325
N. mackerel,2001,3,12,6,-1,-1,-1,-1,0,26040,26040,-1,0.486046,-1,-1,-1,12656.6,-1,783,0.359
N. mackerel,2001,4,12,1,-1,-1,-1,-1,0,36862,36862,-1,0.078,-1,-1,-1,2875.24,-1,529,0.221
N. mackerel,2001,4,12,2,-1,-1,-1,-1,0,40135,40135,-1,0.164,-1,-1,-1,6582.14,-1,617,0.253
N. mackerel,2001,4,12,3,-1,-1,-1,-1,0,25282,25282,-1,0.241,-1,-1,-1,6092.96,-1,670,0.262
N. mackerel,2001,4,12,4,-1,-1,-1,-1,0,19505,19505,-1,0.342,-1,-1,-1,6670.71,-1,717,0.228
N. mackerel,2001,4,12,5,-1,-1,-1,-1,0,17759,17759,-1,0.39,-1,-1,-1,6926.01,-1,743,0.263
N. mackerel,2001,4,12,6,-1,-1,-1,-1,0,33318,33318,-1,0.485975,-1,-1,-1,16191.7,-1,390,0.281
N. mackerel,2002,1,12,1,-1,-1,-1,-1,0,114002,114002,-1,0.078,-1,-1,-1,8892.16,-1,472,0.034
N. mackerel,2002,1,12,2,-1,-1,-1,-1,0,32381,32381,-1,0.181,-1,-1,-1,5860.96,-1,589,0.094
N. mackerel,2002,1,12,3,-1,-1,-1,-1,0,41870,41870,-1,0.239,-1,-1,-1,10006.9,-1,638,0.117
N. mackerel,2002,1,12,4,-1,-1,-1,-1,0,27418,27418,-1,0.311,-1,-1,-1,8527,-1,680,0.128
N. mackerel,2002,1,12,5,-1,-1,-1,-1,0,19136,19136,-1,0.364,-1,-1,-1,6965.5,-1,710,0.143
N. mackerel,2002,1,12,6,-1,-1,-1,-1,0,43357,43357,-1,0.454897,-1,-1,-1,19723,-1,750,0.167
N. mackerel,2002,2,12,1,-1,-1,-1,-1,0,104190,104190,-1,0.078,-1,-1,-1,8126.82,-1,513,0.097
N. mackerel,2002,2,12,2,-1,-1,-1,-1,0,36993,36993,-1,0.181,-1,-1,-1,6695.73,-1,613,0.184
N. mackerel,2002,2,12,3,-1,-1,-1,-1,0,47833,47833,-1,0.239,-1,-1,-1,11432.1,-1,662,0.23
N. mackerel,2002,2,12,4,-1,-1,-1,-1,0,31323,31323,-1,0.311,-1,-1,-1,9741.45,-1,702,0.256
N. mackerel,2002,2,12,5,-1,-1,-1,-1,0,21861,21861,-1,0.364,-1,-1,-1,7957.4,-1,730,0.265
N. mackerel,2002,2,12,6,-1,-1,-1,-1,0,49531,49531,-1,0.4548,-1,-1,-1,22526.7,-1,768,0.263
N. mackerel,2002,3,12,1,-1,-1,-1,-1,0,95222,95222,-1,0.078,-1,-1,-1,7427.32,-1,525,0.289
N. mackerel,2002,3,12,2,-1,-1,-1,-1,0,33809,33809,-1,0.181,-1,-1,-1,6119.43,-1,633,0.352
N. mackerel,2002,3,12,3,-1,-1,-1,-1,0,21858,21858,-1,0.239,-1,-1,-1,5224.06,-1,676,0.382
N. mackerel,2002,3,12,4,-1,-1,-1,-1,0,14314,14314,-1,0.311,-1,-1,-1,4451.65,-1,713,0.384
N. mackerel,2002,3,12,5,-1,-1,-1,-1,0,9990,9990,-1,0.364,-1,-1,-1,3636.36,-1,739,0.325
N. mackerel,2002,3,12,6,-1,-1,-1,-1,0,22634,22634,-1,0.454703,-1,-1,-1,10291.7,-1,775,0.359
N. mackerel,2002,4,12,1,-1,-1,-1,-1,0,87027,87027,-1,0.078,-1,-1,-1,6788.11,-1,529,0.221
N. mackerel,2002,4,12,2,-1,-1,-1,-1,0,24719,24719,-1,0.181,-1,-1,-1,4474.14,-1,626,0.253
N. mackerel,2002,4,12,3,-1,-1,-1,-1,0,27967,27967,-1,0.239,-1,-1,-1,6684.11,-1,670,0.262
N. mackerel,2002,4,12,4,-1,-1,-1,-1,0,18314,18314,-1,0.311,-1,-1,-1,5695.65,-1,707,0.228
N. mackerel,2002,4,12,5,-1,-1,-1,-1,0,12782,12782,-1,0.364,-1,-1,-1,4652.65,-1,735,0.263
N. mackerel,2002,4,12,6,-1,-1,-1,-1,0,28960,28960,-1,0.454605,-1,-1,-1,13165.4,-1,772,0.281
N. mackerel,2003,1,12,1,-1,-1,-1,-1,0,184341,184341,-1,0.074,-1,-1,-1,13641.2,-1,469,0.034
N. mackerel,2003,1,12,2,-1,-1,-1,-1,0,76210,76210,-1,0.181,-1,-1,-1,13794,-1,589,0.094
N. mackerel,2003,1,12,3,-1,-1,-1,-1,0,25552,25552,-1,0.273,-1,-1,-1,6975.7,-1,651,0.117
N. mackerel,2003,1,12,4,-1,-1,-1,-1,0,29719,29719,-1,0.316,-1,-1,-1,9391.2,-1,341,0.128
N. mackerel,2003,1,12,5,-1,-1,-1,-1,0,17399,17399,-1,0.371,-1,-1,-1,6455.03,-1,712,0.143
N. mackerel,2003,1,12,6,-1,-1,-1,-1,0,33318,33318,-1,0.488173,-1,-1,-1,16264.9,-1,758,0.167
N. mackerel,2003,2,12,1,-1,-1,-1,-1,0,168475,168475,-1,0.074,-1,-1,-1,12467.2,-1,510,0.097
N. mackerel,2003,2,12,2,-1,-1,-1,-1,0,87063,87063,-1,0.181,-1,-1,-1,15758.4,-1,613,0.184
N. mackerel,2003,2,12,3,-1,-1,-1,-1,0,29191,29191,-1,0.273,-1,-1,-1,7969.14,-1,675,0.23
N. mackerel,2003,2,12,4,-1,-1,-1,-1,0,33951,33951,-1,0.316,-1,-1,-1,10728.5,-1,704,0.256
N. mackerel,2003,2,12,5,-1,-1,-1,-1,0,19876,19876,-1,0.371,-1,-1,-1,7374,-1,732,0.265
N. mackerel,2003,2,12,6,-1,-1,-1,-1,0,38063,38063,-1,0.488089,-1,-1,-1,18578.1,-1,776,0.263
N. mackerel,2003,3,12,1,-1,-1,-1,-1,0,153974,153974,-1,0.074,-1,-1,-1,11394.1,-1,522,0.289
N. mackerel,2003,3,12,2,-1,-1,-1,-1,0,79570,79570,-1,0.181,-1,-1,-1,14402.2,-1,633,0.352
N. mackerel,2003,3,12,3,-1,-1,-1,-1,0,13339,13339,-1,0.273,-1,-1,-1,3641.55,-1,689,0.382
N. mackerel,2003,3,12,4,-1,-1,-1,-1,0,15514,15514,-1,0.316,-1,-1,-1,4902.42,-1,715,0.384
N. mackerel,2003,3,12,5,-1,-1,-1,-1,0,9083,9083,-1,0.371,-1,-1,-1,3369.79,-1,741,0.325
N. mackerel,2003,3,12,6,-1,-1,-1,-1,0,17394,17394,-1,0.488005,-1,-1,-1,8488.36,-1,783,0.359
N. mackerel,2003,4,12,1,-1,-1,-1,-1,0,140722,140722,-1,0.074,-1,-1,-1,10413.4,-1,526,0.221
N. mackerel,2003,4,12,2,-1,-1,-1,-1,0,58177,58177,-1,0.181,-1,-1,-1,10530,-1,626,0.253
N. mackerel,2003,4,12,3,-1,-1,-1,-1,0,17068,17068,-1,0.273,-1,-1,-1,4659.56,-1,683,0.262
