"Predator","Quarter","Year","Predator.length.class","Prey","Quarter.no","SMS.area","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.used.prey","Pred.avail","stomcon.hat.part","Residual.part","year.range","year"
"Fulmar","Q2",1981,15,"Herring",2,1,1,0,500,500,5,5,1442310,0.311117,49,-14.1988,21,10,165,0.04406,0.0429764,50,50,0,0,0,4761820,0,6653.64,0.032513,0,0,0.00638837,1,0,1,1,1442311.206,0.00461317916155745,0.00177519083844255,"1977-81","Y1981"
"Fulmar","Q2",1981,15,"Sandeel",2,1,1,0,500,500,5,5,1442310,12.0173,49,-14.1988,22,8,83,0.00169,0.00292288,50,50,0.330059,0.24525,0.0848082,13522100,353727,7430.53,0.188003,0.00370205,0,0.0176934,1,1,1,1,1442311.206,0.00515182158267167,0.0125415784173283,"1977-81","Y1981"
"Fulmar","Q2",1981,15,"Sandeel",2,1,1,0,500,500,5,5,1442310,12.0173,49,-14.1988,22,9,119,0.00532,0.0096669,50,50,0,0,0,114960000,0,208928,0.188003,0,0,0.215765,1,0,1,1,1442311.206,0.144856393773314,0.0709086062266856,"1977-81","Y1981"
"Fulmar","Q2",1981,15,"Sandeel",2,1,1,0,500,500,5,5,1442310,12.0173,49,-14.1988,22,10,157,0.01243,0.0242582,50,50,0,0,0,30120800,0,137369,0.188003,0,0,0.0965998,1,0,1,1,1442311.206,0.0952422746412469,0.00135752535875312,"1977-81","Y1981"
"Fulmar","Q2",1981,15,"Nor. pout",2,1,1,0,500,500,5,5,1442310,0.353595,49,-14.1988,23,8,90,0.00756,0.00755619,50,50,0.0283076,0.00721623,0.0210914,397525,10408.1,151.889,0.0505663,0.000143283,0,0.00032419,1,1,1,1,1442311.206,0.000105309450115997,0.000218880549884003,"1977-81","Y1981"
"Fulmar","Q2",1981,15,"Nor. pout",2,1,1,0,500,500,5,5,1442310,0.353595,49,-14.1988,23,9,114,0.01546,0.0154529,50,50,0,0,0,13125400,0,10256.2,0.0505663,0,0,0.0279834,1,0,1,1,1442311.206,0.00711094800992623,0.0208724519900738,"1977-81","Y1981"
"Fulmar","Q2",1981,15,"Sprat",2,1,1,0,500,500,5,5,1442310,0.732866,49,-14.1988,24,7,60,0.00189,0.00188589,50,50,0.0173489,0.0149564,0.00239249,9099440,21571.8,834.457,0.0486265,0.000294655,0,0.00024455,1,1,1,1,1442311.206,0.000578555443879703,-0.000334005443879703,"1977-81","Y1981"
"Fulmar","Q2",1981,15,"Sprat",2,1,1,0,500,500,5,5,1442310,0.732866,49,-14.1988,24,8,83,0.00533,0.00514087,50,50,0,0,0,41674800,0,10418,0.0486265,0,0,0.00453589,1,0,1,1,1442311.206,0.00722312906996855,-0.00268723906996855,"1977-81","Y1981"
"Fulmar","Q2",1981,15,"Sprat",2,1,1,0,500,500,5,5,1442310,0.732866,49,-14.1988,24,9,108,0.01172,0.0115987,50,50,0,0,0,18296600,0,10319.4,0.0486265,0,0,0.0125685,1,0,1,1,1442311.206,0.00715476656984387,0.00541373343015613,"1977-81","Y1981"
"Fulmar","Q2",1985,20,"Other",2,1,1,0,500,500,5,5,1531930,31.9857,49,-14.2819,0,0,-1,-1,9999,50,50,0.573574,0.65277,-0.0791961,-1,1e+06,1e+06,1,0.00453323,0,0.573574,1,1,1,1,1531933.992,0.65276963969868,-0.0791956396986796,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Cod",2,1,1,0,500,500,5,5,1531930,0.0701585,49,-14.2819,17,13,114,0.0155,0.0154172,50,50,0.0140101,0.00143181,0.0125783,59359.6,2193.43,2193.43,2.39677,2.85951e-05,0,0.0140101,1,1,1,1,1531933.992,0.00143180451080427,0.0125782954891957,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Whiting",2,1,1,0,500,500,5,5,1531930,0.103554,49,-14.2819,18,13,117,0.01298,0.01299,50,50,0.0139806,0.00211335,0.0118672,476622,3237.52,3237.52,0.522912,4.21777e-05,0,0.0139806,1,1,1,1,1531933.992,0.00211335476391727,0.0118672452360827,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Haddock",2,1,1,0,500,500,5,5,1531930,0.699069,49,-14.2819,19,13,118,0.01329,0.0130965,50,50,0.0141736,0.0142667,-9.30795e-05,117170,21855.7,21855.7,14.2427,0.000281264,0,0.0141736,1,1,1,1,1531933.992,0.0142667374143624,-9.31374143624333e-05,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Herring",2,1,1,0,500,500,5,5,1531930,0.440113,49,-14.2819,21,13,132,0.0218,0.0215645,50,50,0.00859565,0.00898191,-0.000386256,5229270,13759.7,3666.37,0.032513,0.000178025,0,0.00220811,1,1,1,1,1531933.992,0.00239329502390205,-0.000185185023902048,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Herring",2,1,1,0,500,500,5,5,1531930,0.440113,49,-14.2819,21,14,165,0.04406,0.0429764,50,50,0,0,0,7223490,0,10093.3,0.032513,0,0,0.00638754,1,0,1,1,1531933.992,0.00658859980437068,-0.000201059804370683,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Sandeel",2,1,1,0,500,500,5,5,1531930,14.7444,49,-14.2819,22,11,70,0.00095,0.00166034,50,50,0.330015,0.300906,0.0291092,1247140,460968,389.292,0.188003,0.00420723,0,0.00167816,1,1,1,1,1531933.992,0.000254117998577578,0.00142404200142242,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Sandeel",2,1,1,0,500,500,5,5,1531930,14.7444,49,-14.2819,22,12,86,0.00184,0.00328856,50,50,0,0,0,15789500,0,9761.96,0.188003,0,0,0.0160129,1,0,1,1,1531933.992,0.00637231111195292,0.00964058888804708,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Sandeel",2,1,1,0,500,500,5,5,1531930,14.7444,49,-14.2819,22,13,122,0.00574,0.0104999,50,50,0,0,0,148897000,0,293924,0.188003,0,0,0.215737,1,0,1,1,1531933.992,0.191864663578795,0.0238723364212053,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Sandeel",2,1,1,0,500,500,5,5,1531930,14.7444,49,-14.2819,22,14,157,0.01243,0.0242582,50,50,0,0,0,34402000,0,156894,0.188003,0,0,0.0965872,1,0,1,1,1531933.992,0.102415639850885,-0.00582843985088465,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Nor. pout",2,1,1,0,500,500,5,5,1531930,0.407344,49,-14.2819,23,12,90,0.00756,0.00755619,50,50,0.0283039,0.00831315,0.0199907,325639,12735.2,124.423,0.0505663,0.000164881,0,0.00032415,1,1,1,1,1531933.992,8.12195568802288e-05,0.000242930443119771,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Nor. pout",2,1,1,0,500,500,5,5,1531930,0.407344,49,-14.2819,23,13,115,0.0159,0.0158668,50,50,0,0,0,15717800,0,12610.8,0.0505663,0,0,0.0279798,1,0,1,1,1531933.992,0.00823194737231211,0.0197478526276879,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Sprat",2,1,1,0,500,500,5,5,1531930,0.549617,49,-14.2819,24,10,60,0.00189,0.00188589,50,50,0.0173467,0.0112167,0.00612999,6508290,17183.2,596.837,0.0486265,0.000221817,0,0.00024452,1,1,1,1,1531933.992,0.000389597073448841,-0.000145077073448841,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Sprat",2,1,1,0,500,500,5,5,1531930,0.549617,49,-14.2819,24,11,70,0.00304,0.00303674,50,50,0,0,0,6939840,0,1024.78,0.0486265,0,0,0.00041908,1,0,1,1,1531933.992,0.000668945271370413,-0.000249865271370413,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Sprat",2,1,1,0,500,500,5,5,1531930,0.549617,49,-14.2819,24,12,86,0.00578,0.00573709,50,50,0,0,0,28189500,0,7864.15,0.0486265,0,0,0.00411622,1,0,1,1,1531933.992,0.00513347836203637,-0.00101725836203637,"1982-93","Y1985"
"Fulmar","Q2",1985,20,"Sprat",2,1,1,0,500,500,5,5,1531930,0.549617,49,-14.2819,24,13,109,0.01216,0.0119338,50,50,0,0,0,13264500,0,7697.43,0.0486265,0,0,0.0125668,1,0,1,1,1531933.992,0.00502464860770581,0.00754215139229419,"1982-93","Y1985"
"Fulmar","Q2",1986,20,"Other",2,1,1,0,500,500,5,5,1698350,28.8516,49,-15.6617,0,0,-1,-1,9999,50,50,0.573574,0.588807,-0.0152332,-1,1e+06,1e+06,1,0.00484227,0,0.573574,1,1,1,1,1698349.442,0.588806976509137,-0.015232976509137,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Cod",2,1,1,0,500,500,5,5,1698350,0.193014,49,-15.6617,17,13,114,0.0155,0.0154172,50,50,0.0140101,0.00393907,0.010071,181045,6689.91,6689.91,2.39677,7.8471e-05,0,0.0140101,1,1,1,1,1698349.442,0.00393906568021824,0.0100710343197818,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Whiting",2,1,1,0,500,500,5,5,1698350,0.16138,49,-15.6617,18,13,117,0.01298,0.01299,50,50,0.0139806,0.00329348,0.0106871,823463,5593.48,5593.48,0.522912,6.56527e-05,0,0.0139806,1,1,1,1,1698349.442,0.00329348004696433,0.0106871199530357,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Haddock",2,1,1,0,500,500,5,5,1698350,0.722457,49,-15.6617,19,13,118,0.01329,0.0130965,50,50,0.0141736,0.014744,-0.000570388,134244,25040.5,25040.5,14.2427,0.000290533,0,0.0141736,1,1,1,1,1698349.442,0.014744021095277,-0.000570421095277046,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Herring",2,1,1,0,500,500,5,5,1698350,0.528883,49,-15.6617,21,13,132,0.0218,0.0215645,50,50,0.00859565,0.0107935,-0.00219788,7187030,18331.2,5039.01,0.032513,0.000213541,0,0.00220811,1,1,1,1,1698349.442,0.00296700424269931,-0.000758894242699306,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Herring",2,1,1,0,500,500,5,5,1698350,0.528883,49,-15.6617,21,14,165,0.04406,0.0429764,50,50,0,0,0,9512830,0,13292.2,0.032513,0,0,0.00638754,1,0,1,1,1698349.442,0.00782654009315475,-0.00143900009315475,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Sandeel",2,1,1,0,500,500,5,5,1698350,17.7705,49,-15.6617,22,11,70,0.00095,0.00166034,50,50,0.330015,0.362664,-0.0326486,2836670,615930,885.462,0.188003,0.00462278,0,0.00167816,1,1,1,1,1698349.442,0.000521366203033733,0.00115679379696627,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Sandeel",2,1,1,0,500,500,5,5,1698350,17.7705,49,-15.6617,22,12,86,0.00184,0.00328856,50,50,0,0,0,35482400,0,21937.3,0.188003,0,0,0.0160129,1,0,1,1,1698349.442,0.0129168352857739,0.00309606471422611,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Sandeel",2,1,1,0,500,500,5,5,1698350,17.7705,49,-15.6617,22,13,122,0.00574,0.0104999,50,50,0,0,0,251476000,0,496417,0.188003,0,0,0.215737,1,0,1,1,1698349.442,0.292293792857736,-0.0765567928577363,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Sandeel",2,1,1,0,500,500,5,5,1698350,17.7705,49,-15.6617,22,14,157,0.01243,0.0242582,50,50,0,0,0,21201400,0,96690.9,0.188003,0,0,0.0965872,1,0,1,1,1698349.442,0.0569322764849473,0.0396549235150527,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Nor. pout",2,1,1,0,500,500,5,5,1698350,0.305787,49,-15.6617,23,12,90,0.00756,0.00755619,50,50,0.0283039,0.00624055,0.0220633,276535,10598.6,105.661,0.0505663,0.000124032,0,0.00032415,1,1,1,1,1698349.442,6.22139339449319e-05,0.000261936066055068,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Nor. pout",2,1,1,0,500,500,5,5,1698350,0.305787,49,-15.6617,23,13,115,0.0159,0.0158668,50,50,0,0,0,13078200,0,10493,0.0505663,0,0,0.0279798,1,0,1,1,1698349.442,0.00617835160451038,0.0218014483954896,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Sprat",2,1,1,0,500,500,5,5,1698350,0.466386,49,-15.6617,24,10,60,0.00189,0.00188589,50,50,0.0173467,0.00951808,0.00782859,5244020,16165,480.899,0.0486265,0.00018855,0,0.00024452,1,1,1,1,1698349.442,0.000283156686196267,-3.86366861962674e-05,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Sprat",2,1,1,0,500,500,5,5,1698350,0.466386,49,-15.6617,24,11,70,0.00304,0.00303674,50,50,0,0,0,5601750,0,827.19,0.0486265,0,0,0.00041908,1,0,1,1,1698349.442,0.000487055242898593,-6.79752428985931e-05,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Sprat",2,1,1,0,500,500,5,5,1698350,0.466386,49,-15.6617,24,12,86,0.00578,0.00573709,50,50,0,0,0,23290400,0,6497.44,0.0486265,0,0,0.00411622,1,0,1,1,1698349.442,0.00382573800144953,0.000290481998550473,"1982-93","Y1986"
"Fulmar","Q2",1986,20,"Sprat",2,1,1,0,500,500,5,5,1698350,0.466386,49,-15.6617,24,13,109,0.01216,0.0119338,50,50,0,0,0,14405400,0,8359.49,0.0486265,0,0,0.0125668,1,0,1,1,1698349.442,0.00492212603205837,0.00764467396794163,"1982-93","Y1986"
"Fulmar","Q2",1987,20,"Other",2,1,1,0,500,500,5,5,1734800,28.2454,49,-15.5222,0,0,-1,-1,9999,50,50,0.573574,0.576437,-0.00286257,-1,1e+06,1e+06,1,0.00488315,0,0.573574,1,1,1,1,1734796.262,0.576436566013306,-0.00286256601330626,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Cod",2,1,1,0,500,500,5,5,1734800,0.0970764,49,-15.5222,17,13,114,0.0155,0.0154172,50,50,0.0140101,0.00198115,0.0120289,93010.7,3436.89,3436.89,2.39677,3.95445e-05,0,0.0140101,1,1,1,1,1734796.262,0.00198114906936547,0.0120289509306345,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Whiting",2,1,1,0,500,500,5,5,1734800,0.174735,49,-15.5222,18,13,117,0.01298,0.01299,50,50,0.0139806,0.00356602,0.0104146,910739,6186.31,6186.31,0.522912,7.1066e-05,0,0.0139806,1,1,1,1,1734796.262,0.00356601529269378,0.0104145847073062,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Haddock",2,1,1,0,500,500,5,5,1734800,1.66072,49,-15.5222,19,13,118,0.01329,0.0130965,50,50,0.0141736,0.0338922,-0.0197185,315211,58796,58796,14.2427,0.00065487,0,0.0141736,1,1,1,1,1734796.262,0.0338921643353184,-0.0197185643353184,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Herring",2,1,1,0,500,500,5,5,1734800,0.680228,49,-15.5222,21,13,132,0.0218,0.0215645,50,50,0.00859565,0.0138822,-0.00528656,9412820,24082.8,6599.56,0.032513,0.00027379,0,0.00220811,1,1,1,1,1734796.262,0.00380422770359878,-0.00159611770359878,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Herring",2,1,1,0,500,500,5,5,1734800,0.680228,49,-15.5222,21,14,165,0.04406,0.0429764,50,50,0,0,0,12512300,0,17483.2,0.032513,0,0,0.00638754,1,0,1,1,1734796.262,0.0100779557709238,-0.00369041577092384,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Sandeel",2,1,1,0,500,500,5,5,1734800,17.2391,49,-15.5222,22,11,70,0.00095,0.00166034,50,50,0.330015,0.351819,-0.0218034,1577510,610334,492.415,0.188003,0.00456085,0,0.00167816,1,1,1,1,1734796.262,0.000283846011653442,0.00139431398834656,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Sandeel",2,1,1,0,500,500,5,5,1734800,17.2391,49,-15.5222,22,12,86,0.00184,0.00328856,50,50,0,0,0,19997700,0,12363.7,0.188003,0,0,0.0160129,1,0,1,1,1734796.262,0.00712688877121872,0.00888601122878128,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Sandeel",2,1,1,0,500,500,5,5,1734800,17.2391,49,-15.5222,22,13,122,0.00574,0.0104999,50,50,0,0,0,194028000,0,383013,0.188003,0,0,0.215737,1,0,1,1,1734796.262,0.220782698458454,-0.00504569845845446,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Sandeel",2,1,1,0,500,500,5,5,1734800,17.2391,49,-15.5222,22,14,157,0.01243,0.0242582,50,50,0,0,0,47025600,0,214465,0.188003,0,0,0.0965872,1,0,1,1,1734796.262,0.123625468130044,-0.0270382681300437,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Nor. pout",2,1,1,0,500,500,5,5,1734800,0.373848,49,-15.5222,23,12,90,0.00756,0.00755619,50,50,0.0283039,0.00762956,0.0206743,346811,13235.7,132.512,0.0505663,0.000151427,0,0.00032415,1,1,1,1,1734796.262,7.63847622355552e-05,0.000247765237764445,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Nor. pout",2,1,1,0,500,500,5,5,1734800,0.373848,49,-15.5222,23,13,115,0.0159,0.0158668,50,50,0,0,0,16331500,0,13103.2,0.0505663,0,0,0.0279798,1,0,1,1,1734796.262,0.00755316361178556,0.0204266363882144,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Sprat",2,1,1,0,500,500,5,5,1734800,0.52888,49,-15.5222,24,10,60,0.00189,0.00188589,50,50,0.0173467,0.0107935,0.0065532,7248470,18724.5,664.715,0.0486265,0.000213539,0,0.00024452,1,1,1,1,1734796.262,0.000383166031977535,-0.000138646031977535,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Sprat",2,1,1,0,500,500,5,5,1734800,0.52888,49,-15.5222,24,11,70,0.00304,0.00303674,50,50,0,0,0,7720530,0,1140.06,0.0486265,0,0,0.00041908,1,0,1,1,1734796.262,0.00065717227144913,-0.00023809227144913,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Sprat",2,1,1,0,500,500,5,5,1734800,0.52888,49,-15.5222,24,12,86,0.00578,0.00573709,50,50,0,0,0,30993400,0,8646.37,0.0486265,0,0,0.00411622,1,0,1,1,1734796.262,0.00498408383128047,-0.000867863831280471,"1982-93","Y1987"
"Fulmar","Q2",1987,20,"Sprat",2,1,1,0,500,500,5,5,1734800,0.52888,49,-15.5222,24,13,109,0.01216,0.0119338,50,50,0,0,0,14256900,0,8273.33,0.0486265,0,0,0.0125668,1,0,1,1,1734796.262,0.00476904993469487,0.00779775006530513,"1982-93","Y1987"
"Fulmar","Q2",1991,21,"Other",2,1,1,0,500,500,5,5,1444620,33.919,49,-14.3183,0,0,-1,-1,9999,50,50,0.573574,0.692224,-0.11865,-1,1e+06,1e+06,1,0.004261,0,0.573574,1,1,1,1,1444619.197,0.692223945297606,-0.118649945297606,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Cod",2,1,1,0,500,500,5,5,1444620,0.0768682,49,-14.3183,17,13,107,0.0129,0.012864,50,50,0.0140101,0.00156874,0.0124413,14302.9,2266.23,440.989,2.39677,3.13255e-05,0,0.00663475,1,1,1,1,1444619.197,0.000305263145412846,0.00632948685458715,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Cod",2,1,1,0,500,500,5,5,1444620,0.0768682,49,-14.3183,17,14,120,0.01785,0.0178506,50,50,0,0,0,42662,0,1825.24,2.39677,0,0,0.00737532,1,0,1,1,1444619.197,0.001263474833915,0.006111845166085,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Whiting",2,1,1,0,500,500,5,5,1444620,0.162741,49,-14.3183,18,13,108,0.01024,0.0102616,50,50,0.0139806,0.00332125,0.0106593,80577,4797.95,432.369,0.522912,6.62045e-05,0,0.00377516,1,1,1,1,1444619.197,0.000299296175004381,0.00347586382499562,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Whiting",2,1,1,0,500,500,5,5,1444620,0.162741,49,-14.3183,18,14,120,0.014,0.0139958,50,50,0,0,0,596507,0,4365.58,0.522912,0,0,0.0102054,1,0,1,1,1444619.197,0.00302195901111232,0.00718344098888768,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Haddock",2,1,1,0,500,500,5,5,1444620,0.871709,49,-14.3183,19,13,109,0.01059,0.0104654,50,50,0.0141736,0.01779,-0.00361634,14994.9,25699.7,2235.08,14.2427,0.00034947,0,0.00201191,1,1,1,1,1444619.197,0.00154717589565577,0.000464734104344226,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Haddock",2,1,1,0,500,500,5,5,1444620,0.871709,49,-14.3183,19,14,120,0.01373,0.0137337,50,50,0,0,0,119959,0,23464.7,14.2427,0,0,0.0121617,1,0,1,1,1444619.197,0.0162428272092247,-0.00408112720922475,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Herring",2,1,1,0,500,500,5,5,1444620,0.384159,49,-14.3183,21,13,110,0.01228,0.0122754,50,50,0.00859564,0.00783997,0.000755665,349395,11325.8,139.447,0.032513,0.00015557,0,7.025e-05,1,1,1,1,1444619.197,9.65285524999153e-05,-2.62785524999153e-05,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Herring",2,1,1,0,500,500,5,5,1444620,0.384159,49,-14.3183,21,14,133,0.02211,0.0220734,50,50,0,0,0,4043620,0,2901.99,0.032513,0,0,0.00213785,1,0,1,1,1444619.197,0.0020088269670142,0.0001290230329858,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Herring",2,1,1,0,500,500,5,5,1444620,0.384159,49,-14.3183,21,15,165,0.04406,0.0429764,50,50,0,0,0,5928870,0,8284.34,0.032513,0,0,0.00638754,1,0,1,1,1444619.197,0.00573461851898677,0.000652921481013227,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sandeel",2,1,1,0,500,500,5,5,1444620,12.5494,49,-14.3183,22,11,70,0.00095,0.00166034,50,50,0.330015,0.256109,0.0739061,1506410,369981,470.222,0.188003,0.00381035,0,0.00167816,1,1,1,1,1444619.197,0.000325498928005731,0.00135266107199427,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sandeel",2,1,1,0,500,500,5,5,1444620,12.5494,49,-14.3183,22,12,86,0.00184,0.00328856,50,50,0,0,0,18888500,0,11678,0.188003,0,0,0.0160129,1,0,1,1,1444619.197,0.00808379123318545,0.00792910876681455,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sandeel",2,1,1,0,500,500,5,5,1444620,12.5494,49,-14.3183,22,13,105,0.00352,0.00637998,50,50,0,0,0,62953200,0,75509.5,0.188003,0,0,0.0584287,1,0,1,1,1444619.197,0.0522694839974496,0.00615921600255039,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sandeel",2,1,1,0,500,500,5,5,1444620,12.5494,49,-14.3183,22,14,128,0.00657,0.0123143,50,50,0,0,0,81658300,0,189048,0.188003,0,0,0.157308,1,0,1,1,1444619.197,0.130863552410622,0.0264444475893781,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sandeel",2,1,1,0,500,500,5,5,1444620,12.5494,49,-14.3183,22,15,157,0.01243,0.0242582,50,50,0,0,0,20452300,0,93274.7,0.188003,0,0,0.0965872,1,0,1,1,1444619.197,0.0645669808304506,0.0320202191695493,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Nor. pout",2,1,1,0,500,500,5,5,1444620,0.488797,49,-14.3183,23,12,90,0.00756,0.00755619,50,50,0.0283039,0.00997546,0.0183285,358305,14410.7,136.904,0.0505663,0.000197519,0,0.00032415,1,1,1,1,1444619.197,9.47682270070235e-05,0.000229381772992977,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Nor. pout",2,1,1,0,500,500,5,5,1444620,0.488797,49,-14.3183,23,13,107,0.01282,0.0127561,50,50,0,0,0,4840020,0,3121.95,0.0505663,0,0,0.0114738,1,0,1,1,1444619.197,0.00216108854602186,0.00931271145397814,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Nor. pout",2,1,1,0,500,500,5,5,1444620,0.488797,49,-14.3183,23,14,120,0.01805,0.018048,50,50,0,0,0,12219600,0,11151.9,0.0505663,0,0,0.016506,1,0,1,1,1444619.197,0.00771961221556438,0.00878638778443562,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sprat",2,1,1,0,500,500,5,5,1444620,0.547394,49,-14.3183,24,10,60,0.00189,0.00188589,50,50,0.0173467,0.0111713,0.00617536,6889760,16138.3,631.82,0.0486265,0.00022093,0,0.00024452,1,1,1,1,1444619.197,0.000437360933117934,-0.000192840933117934,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sprat",2,1,1,0,500,500,5,5,1444620,0.547394,49,-14.3183,24,11,70,0.00304,0.00303674,50,50,0,0,0,7334300,0,1083.03,0.0486265,0,0,0.00041908,1,0,1,1,1444619.197,0.000749699299475667,-0.000330619299475667,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sprat",2,1,1,0,500,500,5,5,1444620,0.547394,49,-14.3183,24,12,86,0.00578,0.00573709,50,50,0,0,0,29219200,0,8151.4,0.0486265,0,0,0.00411622,1,0,1,1,1444619.197,0.00564259426769891,-0.00152637426769891,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sprat",2,1,1,0,500,500,5,5,1444620,0.547394,49,-14.3183,24,13,105,0.01055,0.0106317,50,50,0,0,0,10313800,0,5332.01,0.0486265,0,0,0.00890993,1,0,1,1,1444619.197,0.00369094499856629,0.00521898500143371,"1982-93","Y1991"
"Fulmar","Q2",1991,21,"Sprat",2,1,1,0,500,500,5,5,1444620,0.547394,49,-14.3183,24,14,120,0.01606,0.0160627,50,50,0,0,0,1203500,0,940.026,0.0486265,0,0,0.00365692,1,0,1,1,1444619.197,0.000650708506402328,0.00300621149359767,"1982-93","Y1991"
"Fulmar","Q3",1981,15,"Other",3,1,1,0,500,500,5,5,1879330,26.0731,49,-1.69111,0,0,-1,-1,9999,50,50,0.550075,0.532104,0.0179706,-1,1e+06,1e+06,1,0.00497939,0,0.550075,1,1,1,1,1879330.3,0.532104441672653,0.0179705583273467,"1977-81","Y1981"
"Fulmar","Q3",1981,15,"Sandeel",3,1,1,0,500,500,5,5,1879330,22.9269,49,-1.69111,22,7,60,0.00058,0.000995253,50,50,0.449925,0.467896,-0.0179706,162558000,879331,30416.2,0.188003,0.00497939,0,0.00021127,1,1,1,1,1879330.3,0.0161845951188038,-0.0159733251188038,"1977-81","Y1981"
"Fulmar","Q3",1981,15,"Sandeel",3,1,1,0,500,500,5,5,1879330,22.9269,49,-1.69111,22,8,85,0.00178,0.00316331,50,50,0,0,0,445704000,0,265065,0.188003,0,0,0.0871373,1,0,1,1,1879330.3,0.141042263831962,-0.0539049638319618,"1977-81","Y1981"
"Fulmar","Q3",1981,15,"Sandeel",3,1,1,0,500,500,5,5,1879330,22.9269,49,-1.69111,22,9,112,0.0045,0.00790451,50,50,0,0,0,328749000,0,488543,0.188003,0,0,0.261319,1,0,1,1,1879330.3,0.259955900248083,0.00136309975191695,"1977-81","Y1981"
"Fulmar","Q3",1981,15,"Sandeel",3,1,1,0,500,500,5,5,1879330,22.9269,49,-1.69111,22,10,153,0.01151,0.0222662,50,50,0,0,0,22767200,0,95306.1,0.188003,0,0,0.101257,1,0,1,1,1879330.3,0.0507127991284981,0.0505442008715019,"1977-81","Y1981"
