"Year","Predator","Prey","Prey.no","eatenW"
2003,"Whiting","Whiting",17,24841.6400043783
2004,"Whiting","Whiting",17,18020.4402833661
2005,"Whiting","Whiting",17,15428.7497476258
2006,"Whiting","Whiting",17,13186.5825888637
2007,"Whiting","Whiting",17,14883.4880172909
2008,"Whiting","Whiting",17,15287.3975632047
2009,"Whiting","Whiting",17,10385.4548218497
2010,"Whiting","Whiting",17,16350.653400989
2011,"Whiting","Whiting",17,23203.7146891302
2012,"Whiting","Whiting",17,15318.7998107414
2013,"Whiting","Whiting",17,13238.6841255802
2014,"Whiting","Whiting",17,14044.2091096142
2015,"Whiting","Whiting",17,17198.1420090175
2016,"Whiting","Whiting",17,24831.7669177453
2017,"Whiting","Whiting",17,23354.6477378595
2018,"Whiting","Whiting",17,19191.4397768628
2019,"Whiting","Whiting",17,17600.3261445922
1974,"Cod","Haddock",18,283449.676814905
1975,"Cod","Haddock",18,242781.598740852
1976,"Cod","Haddock",18,144977.073641725
1977,"Cod","Haddock",18,113053.667040343
1978,"Cod","Haddock",18,143123.491277692
1979,"Cod","Haddock",18,235078.399093638
1980,"Cod","Haddock",18,274629.005333525
1981,"Cod","Haddock",18,259209.389435668
1982,"Cod","Haddock",18,181762.176059582
1983,"Cod","Haddock",18,154845.276457197
1984,"Cod","Haddock",18,151234.966235084
1985,"Cod","Haddock",18,111156.043188525
1986,"Cod","Haddock",18,103777.631340832
1987,"Cod","Haddock",18,96487.2769809575
1988,"Cod","Haddock",18,42657.0256029124
1989,"Cod","Haddock",18,22736.4507019711
1990,"Cod","Haddock",18,29774.8103333755
1991,"Cod","Haddock",18,38353.0019220561
1992,"Cod","Haddock",18,58300.9054368403
1993,"Cod","Haddock",18,62464.7315767049
1994,"Cod","Haddock",18,80443.9732112168
1995,"Cod","Haddock",18,101236.817003526
1996,"Cod","Haddock",18,68208.4135571571
1997,"Cod","Haddock",18,43093.4909505743
1998,"Cod","Haddock",18,27684.3275556965
1999,"Cod","Haddock",18,34033.2351424486
2000,"Cod","Haddock",18,59304.8192249297
2001,"Cod","Haddock",18,43213.6119101212
2002,"Cod","Haddock",18,11789.2455009959
2003,"Cod","Haddock",18,10767.9413716583
2004,"Cod","Haddock",18,6492.83111845354
2005,"Cod","Haddock",18,16565.1259642983
2006,"Cod","Haddock",18,22912.5640028623
2007,"Cod","Haddock",18,16481.6098567345
2008,"Cod","Haddock",18,11035.2660135375
2009,"Cod","Haddock",18,14484.9680101068
2010,"Cod","Haddock",18,17721.0324977475
2011,"Cod","Haddock",18,14122.9515114533
2012,"Cod","Haddock",18,8355.29832852279
2013,"Cod","Haddock",18,7124.7247554531
2014,"Cod","Haddock",18,10992.6548255038
2015,"Cod","Haddock",18,17609.7581221173
2016,"Cod","Haddock",18,19007.7535627903
2017,"Cod","Haddock",18,15498.2180807961
2018,"Cod","Haddock",18,10795.9484034149
2019,"Cod","Haddock",18,16521.2027827606
1974,"G. gurnards","Haddock",18,5190.0484516
1975,"G. gurnards","Haddock",18,676.32953856
1976,"G. gurnards","Haddock",18,2195.27628822
1977,"G. gurnards","Haddock",18,446.938847318
1978,"G. gurnards","Haddock",18,2248.1225706
1979,"G. gurnards","Haddock",18,497.0300174
1980,"G. gurnards","Haddock",18,424.83030648
1981,"G. gurnards","Haddock",18,7302.6561179
1982,"G. gurnards","Haddock",18,2632.40679816
1983,"G. gurnards","Haddock",18,3304.456401
1984,"G. gurnards","Haddock",18,3385.67166592
1985,"G. gurnards","Haddock",18,1256.59419906
1986,"G. gurnards","Haddock",18,4055.1695059
1987,"G. gurnards","Haddock",18,330.85365042
1988,"G. gurnards","Haddock",18,189.2733615
1989,"G. gurnards","Haddock",18,651.1918558
1990,"G. gurnards","Haddock",18,2362.65699498
1991,"G. gurnards","Haddock",18,2136.99650472
1992,"G. gurnards","Haddock",18,4055.43223578
1993,"G. gurnards","Haddock",18,1445.80325426
1994,"G. gurnards","Haddock",18,9261.3553794
1995,"G. gurnards","Haddock",18,5539.4709728
1996,"G. gurnards","Haddock",18,3378.927078
1997,"G. gurnards","Haddock",18,3033.7046823
1998,"G. gurnards","Haddock",18,2368.342914
1999,"G. gurnards","Haddock",18,24180.538038
2000,"G. gurnards","Haddock",18,6341.4092784
2001,"G. gurnards","Haddock",18,1163.25719541
2002,"G. gurnards","Haddock",18,1352.0868984
2003,"G. gurnards","Haddock",18,1950.207462
2004,"G. gurnards","Haddock",18,1301.9649015
2005,"G. gurnards","Haddock",18,5921.6002296
2006,"G. gurnards","Haddock",18,1870.36823337
2007,"G. gurnards","Haddock",18,983.84875512
2008,"G. gurnards","Haddock",18,768.481068699
2009,"G. gurnards","Haddock",18,3340.3505682
2010,"G. gurnards","Haddock",18,972.63929316
2011,"G. gurnards","Haddock",18,350.67292692
2012,"G. gurnards","Haddock",18,835.32153926
2013,"G. gurnards","Haddock",18,440.7252734
2014,"G. gurnards","Haddock",18,3465.822888
2015,"G. gurnards","Haddock",18,1330.545465
2016,"G. gurnards","Haddock",18,1818.4317295
2017,"G. gurnards","Haddock",18,1005.90465177
2018,"G. gurnards","Haddock",18,911.37198592
2019,"G. gurnards","Haddock",18,3279.06840836
1974,"GBB. Gull","Haddock",18,646.4150509
1975,"GBB. Gull","Haddock",18,61.097561408
1976,"GBB. Gull","Haddock",18,104.125096116
1977,"GBB. Gull","Haddock",18,220.965138776
1978,"GBB. Gull","Haddock",18,292.29712072
1979,"GBB. Gull","Haddock",18,573.0586561
1980,"GBB. Gull","Haddock",18,286.95884628
1981,"GBB. Gull","Haddock",18,425.4332621
1982,"GBB. Gull","Haddock",18,261.091532216
1983,"GBB. Gull","Haddock",18,423.244212
1984,"GBB. Gull","Haddock",18,155.49162656
1985,"GBB. Gull","Haddock",18,165.875639652
1986,"GBB. Gull","Haddock",18,327.37110679
1987,"GBB. Gull","Haddock",18,37.372704674
1988,"GBB. Gull","Haddock",18,32.7152409
1989,"GBB. Gull","Haddock",18,50.41671446
1990,"GBB. Gull","Haddock",18,132.007805401
1991,"GBB. Gull","Haddock",18,152.130376134
1992,"GBB. Gull","Haddock",18,199.84858356
1993,"GBB. Gull","Haddock",18,61.959754228
1994,"GBB. Gull","Haddock",18,259.22723625
1995,"GBB. Gull","Haddock",18,100.663941696
1996,"GBB. Gull","Haddock",18,62.3750958
1997,"GBB. Gull","Haddock",18,39.994014858
1998,"GBB. Gull","Haddock",18,21.6945136
1999,"GBB. Gull","Haddock",18,193.19368258
2000,"GBB. Gull","Haddock",18,57.782914626
2001,"GBB. Gull","Haddock",18,10.2674839869
2002,"GBB. Gull","Haddock",18,14.741046936
2003,"GBB. Gull","Haddock",18,19.246905945
2004,"GBB. Gull","Haddock",18,17.008220937
2005,"GBB. Gull","Haddock",18,144.19949676
2006,"GBB. Gull","Haddock",18,36.791420316
2007,"GBB. Gull","Haddock",18,22.114735153
2008,"GBB. Gull","Haddock",18,13.6191574962
2009,"GBB. Gull","Haddock",18,76.104008376
2010,"GBB. Gull","Haddock",18,10.3151393244
2011,"GBB. Gull","Haddock",18,5.0842393944
2012,"GBB. Gull","Haddock",18,12.6807271849
2013,"GBB. Gull","Haddock",18,7.419762822
2014,"GBB. Gull","Haddock",18,58.81012368
2015,"GBB. Gull","Haddock",18,18.97379985
2016,"GBB. Gull","Haddock",18,30.645781759
2017,"GBB. Gull","Haddock",18,16.3435557582
2018,"GBB. Gull","Haddock",18,27.352976914
2019,"GBB. Gull","Haddock",18,128.96273294
1974,"Grey seal","Haddock",18,2394.6561432543
1975,"Grey seal","Haddock",18,3539.31851864527
1976,"Grey seal","Haddock",18,2865.23361017356
1977,"Grey seal","Haddock",18,1756.04404354147
1978,"Grey seal","Haddock",18,1725.43744419936
1979,"Grey seal","Haddock",18,2185.8301026183
1980,"Grey seal","Haddock",18,3100.05783056265
1981,"Grey seal","Haddock",18,3651.84154512164
1982,"Grey seal","Haddock",18,3955.34837858805
1983,"Grey seal","Haddock",18,3550.4084354473
1984,"Grey seal","Haddock",18,3566.14530746184
1985,"Grey seal","Haddock",18,2950.91757346615
1986,"Grey seal","Haddock",18,2795.68986846006
1987,"Grey seal","Haddock",18,2995.76307561683
1988,"Grey seal","Haddock",18,2575.80592617447
1989,"Grey seal","Haddock",18,1577.68598230857
1990,"Grey seal","Haddock",18,1704.58089934305
1991,"Grey seal","Haddock",18,2492.05094535575
1992,"Grey seal","Haddock",18,3429.13616943014
1993,"Grey seal","Haddock",18,4440.01093279802
1994,"Grey seal","Haddock",18,3911.38701662469
1995,"Grey seal","Haddock",18,5647.60071683523
1996,"Grey seal","Haddock",18,5488.88129077047
1997,"Grey seal","Haddock",18,3838.52318360674
1998,"Grey seal","Haddock",18,4909.25666293635
1999,"Grey seal","Haddock",18,4272.40129594558
2000,"Grey seal","Haddock",18,11378.4084329608
2001,"Grey seal","Haddock",18,16198.1992994333
2002,"Grey seal","Haddock",18,14315.5759495989
2003,"Grey seal","Haddock",18,11379.0142337822
2004,"Grey seal","Haddock",18,8297.71955142899
2005,"Grey seal","Haddock",18,9646.29979632173
2006,"Grey seal","Haddock",18,9605.71815421413
2007,"Grey seal","Haddock",18,7955.70199744236
2008,"Grey seal","Haddock",18,6666.38247315596
2009,"Grey seal","Haddock",18,4679.33581278031
2010,"Grey seal","Haddock",18,6988.20260979263
2011,"Grey seal","Haddock",18,8265.5833633088
2012,"Grey seal","Haddock",18,6111.98862322525
2013,"Grey seal","Haddock",18,3678.59899782418
2014,"Grey seal","Haddock",18,3242.23124945189
2015,"Grey seal","Haddock",18,3954.09570473541
2016,"Grey seal","Haddock",18,5311.6260229997
2017,"Grey seal","Haddock",18,2822.2855261475
2018,"Grey seal","Haddock",18,4053.84468130003
2019,"Grey seal","Haddock",18,3320.0240190744
1974,"Guillemot","Haddock",18,13257.951498
1975,"Guillemot","Haddock",18,1376.1022248
1976,"Guillemot","Haddock",18,2924.90633304
1977,"Guillemot","Haddock",18,4496.72180532
1978,"Guillemot","Haddock",18,5512.40721408
1979,"Guillemot","Haddock",18,10753.319265
1980,"Guillemot","Haddock",18,6991.36135632
1981,"Guillemot","Haddock",18,9993.7878555
1982,"Guillemot","Haddock",18,8482.85484384
1983,"Guillemot","Haddock",18,11110.03119102
1984,"Guillemot","Haddock",18,4604.39237592
1985,"Guillemot","Haddock",18,4099.26253035
1986,"Guillemot","Haddock",18,7410.54524508
1987,"Guillemot","Haddock",18,1166.796101178
1988,"Guillemot","Haddock",18,1138.807972872
1989,"Guillemot","Haddock",18,1862.047819296
1990,"Guillemot","Haddock",18,4697.27776512
1991,"Guillemot","Haddock",18,6010.65803844
1992,"Guillemot","Haddock",18,6357.8302128
1993,"Guillemot","Haddock",18,1973.00575077
1994,"Guillemot","Haddock",18,7566.17828151
1995,"Guillemot","Haddock",18,4364.53630416
1996,"Guillemot","Haddock",18,2432.41159296
1997,"Guillemot","Haddock",18,2433.99327327
1998,"Guillemot","Haddock",18,1477.549317315
1999,"Guillemot","Haddock",18,10763.9990316
2000,"Guillemot","Haddock",18,3842.50403016
2001,"Guillemot","Haddock",18,611.150701509
2002,"Guillemot","Haddock",18,1296.526323012
2003,"Guillemot","Haddock",18,2105.087315694
2004,"Guillemot","Haddock",18,1642.324650582
2005,"Guillemot","Haddock",18,11793.6744282
2006,"Guillemot","Haddock",18,3486.93109536
2007,"Guillemot","Haddock",18,1817.877176532
2008,"Guillemot","Haddock",18,1275.44410443
2009,"Guillemot","Haddock",18,4439.64179223
2010,"Guillemot","Haddock",18,737.38734912
2011,"Guillemot","Haddock",18,474.070743
2012,"Guillemot","Haddock",18,1065.007485153
2013,"Guillemot","Haddock",18,547.73438166
2014,"Guillemot","Haddock",18,3517.38442851
2015,"Guillemot","Haddock",18,1568.8184781
2016,"Guillemot","Haddock",18,1929.66262092
2017,"Guillemot","Haddock",18,1150.410266409
2018,"Guillemot","Haddock",18,2005.125269328
2019,"Guillemot","Haddock",18,6435.6075318
1974,"Her. Gull","Haddock",18,758.30102318
1975,"Her. Gull","Haddock",18,70.306352896
1976,"Her. Gull","Haddock",18,119.294962914
1977,"Her. Gull","Haddock",18,261.142598584
1978,"Her. Gull","Haddock",18,351.38876478
1979,"Her. Gull","Haddock",18,702.2710156
1980,"Her. Gull","Haddock",18,355.38455932
1981,"Her. Gull","Haddock",18,526.46329124
1982,"Her. Gull","Haddock",18,321.146191456
1983,"Her. Gull","Haddock",18,530.8477275
1984,"Her. Gull","Haddock",18,190.175141952
1985,"Her. Gull","Haddock",18,207.994049193
1986,"Her. Gull","Haddock",18,406.77972596
1987,"Her. Gull","Haddock",18,45.68321012
1988,"Her. Gull","Haddock",18,40.6605949
1989,"Her. Gull","Haddock",18,64.88750392
1990,"Her. Gull","Haddock",18,171.466213352
1991,"Her. Gull","Haddock",18,205.862160834
1992,"Her. Gull","Haddock",18,282.859129953
1993,"Her. Gull","Haddock",18,96.327452948
1994,"Her. Gull","Haddock",18,449.26387653
1995,"Her. Gull","Haddock",18,197.756510976
1996,"Her. Gull","Haddock",18,145.7231688
1997,"Her. Gull","Haddock",18,104.180020611
1998,"Her. Gull","Haddock",18,52.658597332
1999,"Her. Gull","Haddock",18,520.82983826
2000,"Her. Gull","Haddock",18,161.328191812
2001,"Her. Gull","Haddock",18,27.9276152562
2002,"Her. Gull","Haddock",18,40.41175824
2003,"Her. Gull","Haddock",18,50.703237657
2004,"Her. Gull","Haddock",18,40.306103454
2005,"Her. Gull","Haddock",18,310.707556236
2006,"Her. Gull","Haddock",18,72.909437559
2007,"Her. Gull","Haddock",18,40.010328463
2008,"Her. Gull","Haddock",18,21.9839517648
2009,"Her. Gull","Haddock",18,119.288314272
2010,"Her. Gull","Haddock",18,14.0996025444
2011,"Her. Gull","Haddock",18,6.5390516104
2012,"Her. Gull","Haddock",18,16.8427834148
2013,"Her. Gull","Haddock",18,9.921947392
2014,"Her. Gull","Haddock",18,77.69644608
2015,"Her. Gull","Haddock",18,24.54050064
2016,"Her. Gull","Haddock",18,41.327136779
2017,"Her. Gull","Haddock",18,22.8757257837
2018,"Her. Gull","Haddock",18,36.687633457
2019,"Her. Gull","Haddock",18,179.89266995
1974,"Kittiwake","Haddock",18,1135.32035848
1975,"Kittiwake","Haddock",18,99.807282432
1976,"Kittiwake","Haddock",18,209.85650984
1977,"Kittiwake","Haddock",18,431.068242486
1978,"Kittiwake","Haddock",18,496.57977052
1979,"Kittiwake","Haddock",18,976.5345051
1980,"Kittiwake","Haddock",18,542.46682592
1981,"Kittiwake","Haddock",18,833.65396149
1982,"Kittiwake","Haddock",18,604.403845136
1983,"Kittiwake","Haddock",18,886.703316
1984,"Kittiwake","Haddock",18,357.756236352
1985,"Kittiwake","Haddock",18,335.475936918
1986,"Kittiwake","Haddock",18,621.73036561
1987,"Kittiwake","Haddock",18,84.86471639
1988,"Kittiwake","Haddock",18,64.9983332
1989,"Kittiwake","Haddock",18,101.44383142
1990,"Kittiwake","Haddock",18,300.741539271
1991,"Kittiwake","Haddock",18,377.158040325
1992,"Kittiwake","Haddock",18,426.371342259
1993,"Kittiwake","Haddock",18,122.070139054
1994,"Kittiwake","Haddock",18,475.56188169
1995,"Kittiwake","Haddock",18,210.835619152
1996,"Kittiwake","Haddock",18,127.2432249
1997,"Kittiwake","Haddock",18,86.224755717
1998,"Kittiwake","Haddock",18,76.310149436
1999,"Kittiwake","Haddock",18,607.0809702
2000,"Kittiwake","Haddock",18,196.047491596
2001,"Kittiwake","Haddock",18,36.477221967
2002,"Kittiwake","Haddock",18,57.165775632
2003,"Kittiwake","Haddock",18,103.155566733
2004,"Kittiwake","Haddock",18,74.805107784
2005,"Kittiwake","Haddock",18,598.000364544
2006,"Kittiwake","Haddock",18,121.115615019
2007,"Kittiwake","Haddock",18,57.30196787
2008,"Kittiwake","Haddock",18,32.4118930755
2009,"Kittiwake","Haddock",18,122.182424568
2010,"Kittiwake","Haddock",18,14.5629427896
2011,"Kittiwake","Haddock",18,11.0870933776
2012,"Kittiwake","Haddock",18,24.8972221709
2013,"Kittiwake","Haddock",18,12.748698828
2014,"Kittiwake","Haddock",18,100.79321472
2015,"Kittiwake","Haddock",18,35.02821114
2016,"Kittiwake","Haddock",18,47.293541265
2017,"Kittiwake","Haddock",18,21.1933146699
2018,"Kittiwake","Haddock",18,47.833044423
2019,"Kittiwake","Haddock",18,166.583483106
1974,"Saithe","Haddock",18,435794.435194961
1975,"Saithe","Haddock",18,460879.200685225
1976,"Saithe","Haddock",18,198960.784038508
1977,"Saithe","Haddock",18,114623.498692117
1978,"Saithe","Haddock",18,140319.953393379
1979,"Saithe","Haddock",18,213554.427759217
1980,"Saithe","Haddock",18,246688.965666667
1981,"Saithe","Haddock",18,251274.992093043
1982,"Saithe","Haddock",18,225295.116389686
1983,"Saithe","Haddock",18,158896.473236645
1984,"Saithe","Haddock",18,144745.900545205
1985,"Saithe","Haddock",18,82623.5896219694
1986,"Saithe","Haddock",18,82573.0037142892
1987,"Saithe","Haddock",18,59884.5497578849
1988,"Saithe","Haddock",18,27977.4613383809
1989,"Saithe","Haddock",18,18169.9256793103
1990,"Saithe","Haddock",18,28912.889409259
1991,"Saithe","Haddock",18,40539.8074232114
1992,"Saithe","Haddock",18,77242.8567090779
1993,"Saithe","Haddock",18,70390.007101777
1994,"Saithe","Haddock",18,90116.3902765834
1995,"Saithe","Haddock",18,177712.108460729
1996,"Saithe","Haddock",18,77790.6509549382
1997,"Saithe","Haddock",18,52101.6344184109
1998,"Saithe","Haddock",18,35011.4876268599
1999,"Saithe","Haddock",18,83626.7105370842
2000,"Saithe","Haddock",18,205735.102704762
2001,"Saithe","Haddock",18,80169.7094312626
2002,"Saithe","Haddock",18,55172.1057371709
2003,"Saithe","Haddock",18,25650.7822150223
2004,"Saithe","Haddock",18,43809.9333697702
2005,"Saithe","Haddock",18,91610.6360736483
2006,"Saithe","Haddock",18,150687.531244792
2007,"Saithe","Haddock",18,56034.9153399875
2008,"Saithe","Haddock",18,28887.1541332347
2009,"Saithe","Haddock",18,38899.7902726017
2010,"Saithe","Haddock",18,67099.7182986128
2011,"Saithe","Haddock",18,24749.3524291254
2012,"Saithe","Haddock",18,7334.72773461272
2013,"Saithe","Haddock",18,8438.9892838783
2014,"Saithe","Haddock",18,22321.3927064111
2015,"Saithe","Haddock",18,42790.6850859808
2016,"Saithe","Haddock",18,30799.9863126745
2017,"Saithe","Haddock",18,31321.7677107936
2018,"Saithe","Haddock",18,27873.6723889371
2019,"Saithe","Haddock",18,51487.0064625728
1974,"Whiting","Haddock",18,128837.72805714
1975,"Whiting","Haddock",18,67101.6516405864
1976,"Whiting","Haddock",18,27759.8859889665
1977,"Whiting","Haddock",18,54537.0938628353
1978,"Whiting","Haddock",18,76892.5041718321
1979,"Whiting","Haddock",18,205846.771731811
1980,"Whiting","Haddock",18,134625.837136041
1981,"Whiting","Haddock",18,145034.096188722
1982,"Whiting","Haddock",18,103864.480129563
1983,"Whiting","Haddock",18,109195.836832603
1984,"Whiting","Haddock",18,77080.1845070235
1985,"Whiting","Haddock",18,49300.8051511385
1986,"Whiting","Haddock",18,104929.542478647
1987,"Whiting","Haddock",18,24684.7147160064
1988,"Whiting","Haddock",18,10702.2641465611
1989,"Whiting","Haddock",18,15343.507525372
1990,"Whiting","Haddock",18,44477.1125473019
1991,"Whiting","Haddock",18,59075.0467584014
1992,"Whiting","Haddock",18,71511.06069078
1993,"Whiting","Haddock",18,38503.5473586963
1994,"Whiting","Haddock",18,69372.6778027382
1995,"Whiting","Haddock",18,68624.9952363985
1996,"Whiting","Haddock",18,32149.8649494415
1997,"Whiting","Haddock",18,22735.0455863094
1998,"Whiting","Haddock",18,13492.3717353563
1999,"Whiting","Haddock",18,40843.239795904
2000,"Whiting","Haddock",18,56455.1735489089
2001,"Whiting","Haddock",18,15551.6074033516
2002,"Whiting","Haddock",18,7783.15307517118
2003,"Whiting","Haddock",18,11403.3701653655
2004,"Whiting","Haddock",18,10441.8326043653
2005,"Whiting","Haddock",18,42282.2439343264
2006,"Whiting","Haddock",18,32931.1215075918
2007,"Whiting","Haddock",18,11644.1765575365
2008,"Whiting","Haddock",18,7419.15581256044
2009,"Whiting","Haddock",18,18032.4022564572
2010,"Whiting","Haddock",18,24254.5432527596
2011,"Whiting","Haddock",18,3826.47847129531
2012,"Whiting","Haddock",18,4375.1307189145
2013,"Whiting","Haddock",18,5259.58852519139
2014,"Whiting","Haddock",18,13953.626077464
2015,"Whiting","Haddock",18,14795.1789366649
2016,"Whiting","Haddock",18,12628.5872324904
2017,"Whiting","Haddock",18,11930.1418572318
2018,"Whiting","Haddock",18,12175.4543386048
2019,"Whiting","Haddock",18,33038.3880057855
1974,"Cod","Herring",21,16989.634758358
1975,"Cod","Herring",21,11127.1611661488
1976,"Cod","Herring",21,6859.07163872784
1977,"Cod","Herring",21,6242.53083335076
1978,"Cod","Herring",21,7668.62832203695
1979,"Cod","Herring",21,9536.97565535818
1980,"Cod","Herring",21,22654.2869408352
1981,"Cod","Herring",21,41175.3480204651
1982,"Cod","Herring",21,65971.1748199826
1983,"Cod","Herring",21,82949.1363137202
1984,"Cod","Herring",21,91929.6669020319
1985,"Cod","Herring",21,99113.2126384151
1986,"Cod","Herring",21,95960.6274388178
1987,"Cod","Herring",21,128716.68472058
1988,"Cod","Herring",21,111619.42583891
1989,"Cod","Herring",21,83495.1414145066
1990,"Cod","Herring",21,76819.9181269293
1991,"Cod","Herring",21,52061.7025123443
1992,"Cod","Herring",21,45276.8267808306
1993,"Cod","Herring",21,49983.209089615
1994,"Cod","Herring",21,46939.5700635641
1995,"Cod","Herring",21,49023.1817954796
1996,"Cod","Herring",21,42990.8101903902
1997,"Cod","Herring",21,54030.9923782357
1998,"Cod","Herring",21,65160.2246546133
1999,"Cod","Herring",21,36007.2336196193
2000,"Cod","Herring",21,38536.5537500536
2001,"Cod","Herring",21,56432.9951011609
2002,"Cod","Herring",21,62568.1610756304
2003,"Cod","Herring",21,58276.5136572395
2004,"Cod","Herring",21,43232.9715689781
2005,"Cod","Herring",21,36439.3733416204
2006,"Cod","Herring",21,27871.0072284259
2007,"Cod","Herring",21,35143.7547943532
2008,"Cod","Herring",21,33305.1116982856
2009,"Cod","Herring",21,30993.6999357044
2010,"Cod","Herring",21,35616.212589086
2011,"Cod","Herring",21,48599.6434344612
2012,"Cod","Herring",21,47891.2340895794
2013,"Cod","Herring",21,45671.0519696469
2014,"Cod","Herring",21,52103.3500459126
2015,"Cod","Herring",21,61482.2254155529
2016,"Cod","Herring",21,56991.530623807
2017,"Cod","Herring",21,42140.9047638544
2018,"Cod","Herring",21,37711.597806342
2019,"Cod","Herring",21,22544.8324425609
1974,"Fulmar","Herring",21,194.9565749607
1975,"Fulmar","Herring",21,142.8951667296
1976,"Fulmar","Herring",21,58.45373092492
1977,"Fulmar","Herring",21,49.80533007064
1978,"Fulmar","Herring",21,46.18530331309
1979,"Fulmar","Herring",21,105.05769718907
1980,"Fulmar","Herring",21,365.8551481912
1981,"Fulmar","Herring",21,642.8342805219
1982,"Fulmar","Herring",21,905.4578766872
1983,"Fulmar","Herring",21,1077.0416904848
1984,"Fulmar","Herring",21,1010.7902961794
1985,"Fulmar","Herring",21,1249.8571772183
1986,"Fulmar","Herring",21,1540.90192231
1987,"Fulmar","Herring",21,1504.437810614
1988,"Fulmar","Herring",21,1081.6535420702
1989,"Fulmar","Herring",21,680.4438252682
1990,"Fulmar","Herring",21,621.7568059245
1991,"Fulmar","Herring",21,640.5221373006
1992,"Fulmar","Herring",21,756.5092834062
1993,"Fulmar","Herring",21,896.5235217999
1994,"Fulmar","Herring",21,727.6128714123
1995,"Fulmar","Herring",21,522.72337284424
1996,"Fulmar","Herring",21,566.13357074704
1997,"Fulmar","Herring",21,450.8326834302
1998,"Fulmar","Herring",21,313.9137631134
1999,"Fulmar","Herring",21,528.5364279938
2000,"Fulmar","Herring",21,700.2885365365
2001,"Fulmar","Herring",21,890.4290287956
2002,"Fulmar","Herring",21,1024.7379161766
2003,"Fulmar","Herring",21,496.2337258395
2004,"Fulmar","Herring",21,378.9444446984
2005,"Fulmar","Herring",21,354.86152543962
2006,"Fulmar","Herring",21,268.12615554088
2007,"Fulmar","Herring",21,302.38556084686
2008,"Fulmar","Herring",21,315.83158244644
2009,"Fulmar","Herring",21,322.07976389286
2010,"Fulmar","Herring",21,312.7099225164
2011,"Fulmar","Herring",21,305.8141613113
2012,"Fulmar","Herring",21,262.349310256
2013,"Fulmar","Herring",21,344.04027760378
2014,"Fulmar","Herring",21,508.3748753529
2015,"Fulmar","Herring",21,395.60563847574
2016,"Fulmar","Herring",21,177.91169962043
2017,"Fulmar","Herring",21,159.53440636728
2018,"Fulmar","Herring",21,176.39624783132
2019,"Fulmar","Herring",21,260.40791364932
1974,"G. gurnards","Herring",21,1529.2963069107
1975,"G. gurnards","Herring",21,485.19534601
1976,"G. gurnards","Herring",21,426.71823128882
1977,"G. gurnards","Herring",21,57.224806748
1978,"G. gurnards","Herring",21,403.9110540382
1979,"G. gurnards","Herring",21,35.9213907584768
1980,"G. gurnards","Herring",21,430.86770216383
1981,"G. gurnards","Herring",21,10966.1710832338
1982,"G. gurnards","Herring",21,6073.7019732776
1983,"G. gurnards","Herring",21,4161.4324715036
1984,"G. gurnards","Herring",21,9241.1666403897
1985,"G. gurnards","Herring",21,2627.8322856331
1986,"G. gurnards","Herring",21,6900.626915176
1987,"G. gurnards","Herring",21,3979.632662282
1988,"G. gurnards","Herring",21,1331.12656212746
1989,"G. gurnards","Herring",21,2455.482807522
1990,"G. gurnards","Herring",21,3524.9601317743
1991,"G. gurnards","Herring",21,3021.1705297658
1992,"G. gurnards","Herring",21,7343.826362992
1993,"G. gurnards","Herring",21,7714.8992124734
1994,"G. gurnards","Herring",21,8109.4600122688
1995,"G. gurnards","Herring",21,7316.7314344982
1996,"G. gurnards","Herring",21,7046.0342305614
1997,"G. gurnards","Herring",21,7943.821344765
1998,"G. gurnards","Herring",21,6764.9328618322
1999,"G. gurnards","Herring",21,24592.897238048
2000,"G. gurnards","Herring",21,14883.1554978
2001,"G. gurnards","Herring",21,30108.237393788
2002,"G. gurnards","Herring",21,22157.92056683
2003,"G. gurnards","Herring",21,14780.186212824
2004,"G. gurnards","Herring",21,13916.9637649798
2005,"G. gurnards","Herring",21,12082.7923184689
2006,"G. gurnards","Herring",21,11242.6976307595
2007,"G. gurnards","Herring",21,14789.786348685
2008,"G. gurnards","Herring",21,14416.5265913424
2009,"G. gurnards","Herring",21,12618.9958502078
2010,"G. gurnards","Herring",21,16571.8571240445
2011,"G. gurnards","Herring",21,17565.3490797808
2012,"G. gurnards","Herring",21,16764.4558118904
2013,"G. gurnards","Herring",21,23259.99052046
2014,"G. gurnards","Herring",21,34082.4916145
2015,"G. gurnards","Herring",21,13803.734712054
2016,"G. gurnards","Herring",21,10817.6261904751
2017,"G. gurnards","Herring",21,7076.2689217842
2018,"G. gurnards","Herring",21,9186.337190815
2019,"G. gurnards","Herring",21,6761.9915177232
1974,"Gannet","Herring",21,1104.12704268237
1975,"Gannet","Herring",21,671.240761085117
1976,"Gannet","Herring",21,461.567081360442
1977,"Gannet","Herring",21,343.892785212775
1978,"Gannet","Herring",21,487.608821293126
1979,"Gannet","Herring",21,550.328190008658
1980,"Gannet","Herring",21,924.928324194913
1981,"Gannet","Herring",21,1863.17796921107
1982,"Gannet","Herring",21,3103.09534508479
1983,"Gannet","Herring",21,4951.92401520865
1984,"Gannet","Herring",21,6244.27781886672
1985,"Gannet","Herring",21,6725.36328302112
1986,"Gannet","Herring",21,6186.75662260591
1987,"Gannet","Herring",21,8392.61892622859
1988,"Gannet","Herring",21,10389.567061957
1989,"Gannet","Herring",21,9337.64190887409
1990,"Gannet","Herring",21,9025.11401176557
